Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Location, Latitude,Longitude,Found,Quality,Source
18,SAN ALBERTO,262,MINA CLAVERO,ESC GRAL JOSE DE SAN MARTIN,MINA CLAVERO,MINA CLAVERO,Córdoba,Argentina,3784,"MINA CLAVERO, MINA CLAVERO, Córdoba, Argentina",-31.7282783,-65.0055595,"Mina Clavero, Cordoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESCUELA GENERAL PAZ,MITRE 850,RIO CUARTO,Córdoba,Argentina,4485,"MITRE 850, RIO CUARTO, Córdoba, Argentina",-33.1238787,-64.3527784,"Mitre 850, Río Cuarto, Córdoba, Argentina",Match,Google
1,CAPITAL,14E,CERRO NORTE,ESC GERONIMO GRAGERA,MOLLEYACO/PAYEN,Córdoba,Córdoba,Argentina,1700,"MOLLEYACO/PAYEN, Córdoba, Córdoba, Argentina",-31.3236498,-64.2799634,"Molleyaco & Payen, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,134,MONTE BUEY,ESC JOSE MANUEL ESTRADA,MONTE BUEY,MONTE BUEY,Córdoba,Argentina,2721,"MONTE BUEY, MONTE BUEY, Córdoba, Argentina",-32.9142634,-62.4545284,"Monte Buey, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,134,MONTE BUEY,ESC MANUEL BELGRANO,MONTE BUEY,MONTE BUEY,Córdoba,Argentina,2040,"MONTE BUEY, MONTE BUEY, Córdoba, Argentina",-32.9142634,-62.4545284,"Monte Buey, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,134,MONTE BUEY,INST.SEC.GRAL J.M.PAZ,MONTE BUEY,MONTE BUEY,Córdoba,Argentina,680,"MONTE BUEY, MONTE BUEY, Córdoba, Argentina",-32.9142634,-62.4545284,"Monte Buey, Córdoba, Argentina",Match,Google
20,SAN JUSTO,304,MORTEROS,COLEGIO NACIONAL MIXTO,MORTEROS,MORTEROS,Córdoba,Argentina,4821,"MORTEROS, MORTEROS, Córdoba, Argentina",-30.7099133,-62.0042915,"Morteros, Cordoba, Argentina",Match,Google
2,CALAMUCHITA,16B,CHAMPAQUI,ESC.PROV. F.AMEGHINO,CHAMPAQUI,CHAMPAQUI,Córdoba,Argentina,12,"CHAMPAQUI, CHAMPAQUI, Córdoba, Argentina",-31.983333,-64.933333,"Mount Champaquí, Cordoba, Argentina",Match,Google
1,CAPITAL,9,ESCOBAR,INST ESCUTI,NAZARET 3399,Córdoba,Córdoba,Argentina,3260,"NAZARET 3399, Córdoba, Córdoba, Argentina",-31.3902179,-64.2303807,"Nazaret 3399, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,INST EL OBRAJE (ARRIBA),NIETO 17,ALTA GRACIA,Córdoba,Argentina,2059,"NIETO 17, ALTA GRACIA, Córdoba, Argentina",-31.6581189,-64.4347735,"Nieto 17, Alta Gracia, Córdoba, Argentina",Match,Google
26,UNION,393,NOETINGER,ESCUELA LEANDRO N ALEM,NOETINGER,NOETINGER,Córdoba,Argentina,2602,"NOETINGER, NOETINGER, Córdoba, Argentina",-32.3637963,-62.3123776,"Noetinger, Córdoba, Argentina",Match,Google
26,UNION,393,NOETINGER,ESC PROV R E DE SAN MARTIN,NOETINGER,NOETINGER,Córdoba,Argentina,1956,"NOETINGER, NOETINGER, Córdoba, Argentina",-32.3637963,-62.3123776,"Noetinger, Córdoba, Argentina",Match,Google
14,RIO PRIMERO,221,EL ALCALDE,ESC PROV R SAENZ PEÑA,EL ALCALDE,EL ALCALDE,Córdoba,Argentina,116,"EL ALCALDE, EL ALCALDE, Córdoba, Argentina",-31.1148748,-63.6013912,"Nte.,, Tala Nte., Córdoba, Argentina",Match,Google
1,CAPITAL,13J,VILLA AZALAIS,ESC PARROQUIAL L STUCCHI BAUDO,NUEVO MUNDO 824,Córdoba,Córdoba,Argentina,3753,"NUEVO MUNDO 824, Córdoba, Córdoba, Argentina",-31.3811499,-64.1644221,"Nuevo Mundo 824, Córdoba, Argentina",Match,Google
1,CAPITAL,14M,VILLA CENTENARIO,INST   SAUL TABORDA,OB MOSCOSO Y PERALTA 2772 A PALERMO,Córdoba,Córdoba,Argentina,4355,"OB MOSCOSO Y PERALTA 2772 A PALERMO, Córdoba, Córdoba, Argentina",-31.3752711,-64.2236641,"Obispo Moscoso 2772, Alto Palermo, X5009DUH Córdoba, Argentina",Match,Google
1,CAPITAL,14M,VILLA CENTENARIO,ESC LUZ VIEYRA MENDEZ,OB MOSCOSO Y PERALRA 2772,Córdoba,Córdoba,Argentina,1002,"OB MOSCOSO Y PERALRA 2772, Córdoba, Córdoba, Argentina",-31.3752711,-64.2236641,"Obispo Moscoso 2772, Alto Palermo, X5009DUH Córdoba, Argentina",Match,Google
3,COLON,39,SANTA TERESA,ESC.PROV. FRAY M.ESQUIU,PUBLICA,SANTA TERESA,Córdoba,Argentina,63,"PUBLICA, SANTA TERESA, Córdoba, Argentina",-31.4172184,-64.1861393,"Obispo Trejo 160, Centro, X5000IYD Córdoba, Argentina",Match,Google
1,CAPITAL,1,SECCIONAL PRIMERA,COL NAC DE MONSERRAT,OBISPO TREJO 294,Córdoba,Córdoba,Argentina,5831,"OBISPO TREJO 294, Córdoba, Córdoba, Argentina",-31.4189817,-64.1867577,"Obispo Trejo 294, X5000IYF Córdoba, Argentina",Match,Google
1,CAPITAL,8,LA FLORESTA NORTE,ESC RABINDRANAT TAGORE,OCARINA 1613,Córdoba,Córdoba,Argentina,702,"OCARINA 1613, Córdoba, Córdoba, Argentina",-31.3896804,-64.1232075,"Ocarina 1613, Córdoba, Argentina",Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,ESC GRAL MANUEL BELGRANO,OLAEN Y AMBOY,Córdoba,Córdoba,Argentina,3795,"OLAEN Y AMBOY, Córdoba, Córdoba, Argentina",-31.4502915,-64.1658034,"Olaen & Amboy, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,344,OLIVA,ESCUELA NAC.DE COMERCIO,OLIVA,OLIVA,Córdoba,Argentina,4433,"OLIVA, OLIVA, Córdoba, Argentina",-32.0427403,-63.5670022,"Oliva, Cordoba, Argentina",Match,Google
1,CAPITAL,12B,COLON,ESC DR LUIS A CAEIRO,ORTIZ Y HERRERA 1932,Córdoba,Córdoba,Argentina,1368,"ORTIZ Y HERRERA 1932, Córdoba, Córdoba, Argentina",-31.4290523,-64.1623883,"Ortiz y Herrera 1932, Córdoba, Argentina",Match,Google
1,CAPITAL,8B,PUEYRREDON,ESC ROBLES,PADRE LUIS MONTI 1850,Córdoba,Córdoba,Argentina,4116,"PADRE LUIS MONTI 1850, Córdoba, Córdoba, Argentina",-31.3996569,-64.1641974,"Padre Luis Monti 1850, X5004ENJ Córdoba, Argentina",Match,Google
18,SAN ALBERTO,263A,PAMPA DE ACHALA,ESCUELA 20 DE JUNIO,PUBLICA S/N,PAMPA DE ACHALA,Córdoba,Argentina,122,"PUBLICA S/N, PAMPA DE ACHALA, Córdoba, Argentina",-31.682603,-64.837189,"Pampa de Achala, Cordoba, Argentina",Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC E MOLINARI ROMERO,PAMPAYASTA Y RUMIPAL,Córdoba,Córdoba,Argentina,3105,"PAMPAYASTA Y RUMIPAL, Córdoba, Córdoba, Argentina",-31.4497284,-64.1620726,"Pampayasta & Rumipal, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,345,PAMPAYASTA NORTE,ESC PROV ANTARTIDA ARGENTINA,PAMPAYASTA NORTE,PAMPAYASTA NORTE,Córdoba,Argentina,425,"PAMPAYASTA NORTE, PAMPAYASTA NORTE, Córdoba, Argentina",-32.26305,-63.654961,"Pampayasta, Córdoba, Argentina",Match,Google
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PROV DE SGO DEL ESTERO,CALLE 49 S/N° VILLA EL LIBERTADOR,Córdoba,Córdoba,Argentina,2728,"CALLE 49 S/N° VILLA EL LIBERTADOR, Córdoba, Córdoba, Argentina",-31.4754709,-64.2221699,"pasaje 2 Villa Eibertador 5017, Córdoba, Argentina",Match,Google
1,CAPITAL,10L,VILLA EL LIBERTADOR,COL SAN JOSE OBRERO,ARANI Y PJE. 17 V EL LIBERTADOR,Córdoba,Córdoba,Argentina,2046,"ARANI Y PJE. 17 V EL LIBERTADOR, Córdoba, Córdoba, Argentina",-31.4754709,-64.2221699,"pasaje 2 Villa Eibertador 5017, Córdoba, Argentina",Match,Google
26,UNION,395,PASCANAS,ESC MAESTRO J RECALDE,PASCANAS,PASCANAS,Córdoba,Argentina,927,"PASCANAS, PASCANAS, Córdoba, Argentina",-33.1238885,-63.0420795,"Pascanas, Cordoba, Argentina",Match,Google
6,GRAL SAN MARTIN,83,PASCO,ESC.PROV.D.F.SARMIENTO,PASCO,PASCO,Córdoba,Argentina,1195,"PASCO, PASCO, Córdoba, Argentina",-32.7465379,-63.3420833,"Pasco, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESCUELA GRAL ROCA,PASO 790,RIO CUARTO,Córdoba,Argentina,4140,"PASO 790, RIO CUARTO, Córdoba, Argentina",-33.1267521,-64.3381644,"Paso 790, Río Cuarto, Córdoba, Argentina",Match,Google
4,CRUZ DEL EJE,51,PASO VIEJO,I.P.E.A. N° 306 DR A SABATTINI,,PASO VIEJO,Córdoba,Argentina,978,", PASO VIEJO, Córdoba, Argentina",-30.7659978,-65.1897295,"Paso Viejo, Córdoba, Argentina",Match,Google
1,CAPITAL,5,ALTAMIRA,ESC GRECIA,PEDERNERA 952,Córdoba,Córdoba,Argentina,3420,"PEDERNERA 952, Córdoba, Córdoba, Argentina",-31.4204043,-64.1387685,"Pedernera 952, X5006EXT Córdoba, Argentina",Match,Google
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Córdoba,Córdoba,Argentina,3060,"HURTADO DE MENDOZA ESQ PEDRO ACUÑA, Córdoba, Córdoba, Argentina",-31.4223196,-64.2428055,"Pedro Ignacio Acuña & Pedro Hurtado, Córdoba, Argentina",Match,Google
1,CAPITAL,4,NUEVA CORDOBA,COL NACIONAL DEAN FUNES,PERU 10,Córdoba,Córdoba,Argentina,6880,"PERU 10, Córdoba, Córdoba, Argentina",-31.4307656,-64.1904995,"Perú 10, X5000CGB Córdoba, Argentina",Match,Google
10,MINAS,141,PIEDRITA BLANCA,ESC PRIMARIA JORGE LUIS BORGES,PIEDRITA BLANCA,PIEDRITA BLANCA,Córdoba,Argentina,61,"PIEDRITA BLANCA, PIEDRITA BLANCA, Córdoba, Argentina",-30.8067189,-65.4304662,"Piedrita Blanca, Córdoba, Argentina",Match,Google
1,CAPITAL,9C,LOS PARAISOS,ESC DE COMERCIO J J PASO,PLATON 3030,Córdoba,Córdoba,Argentina,3402,"PLATON 3030, Córdoba, Córdoba, Argentina",-31.3778666,-64.2003543,"Platon 3030, X5008IUH Córdoba, Argentina",Match,Google
18,SAN ALBERTO,261,BROCHERO,IPEM N° 344,BROCHERO,BROCHERO,Córdoba,Argentina,2330,"BROCHERO, BROCHERO, Córdoba, Argentina",-31.4485247,-64.2483037,"Plaza Cura Brochero, Córdoba, Argentina",Match,Google
1,CAPITAL,14G,LOS BOULEVARES,ESC. F. LELOIR,LOS POLACOS 6.072,Córdoba,Córdoba,Argentina,3006,"LOS POLACOS 6.072, Córdoba, Córdoba, Argentina",-31.3960106,-64.1578537,"Polonia 1547, X5004ECQ Córdoba, Argentina",Match,Google
20,SAN JUSTO,305,PORTEÑA,INST BERNARDINO RIVADAVIA,PORTEÑA,PORTEÑA,Córdoba,Argentina,2650,"PORTEÑA, PORTEÑA, Córdoba, Argentina",-31.0139185,-62.0619979,"Porteña, Córdoba, Argentina",Match,Google
20,SAN JUSTO,305,PORTEÑA,ESC PROV 9 DE JULIO,PORTEÑA,PORTEÑA,Córdoba,Argentina,2317,"PORTEÑA, PORTEÑA, Córdoba, Argentina",-31.0139185,-62.0619979,"Porteña, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,241,POZO DEL MOLLE,ESC GENERAL SAN MARTIN,POZO DEL MOLLE,POZO DEL MOLLE,Córdoba,Argentina,3610,"POZO DEL MOLLE, POZO DEL MOLLE, Córdoba, Argentina",-32.0204703,-62.9192213,"Pozo del Molle, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,241,POZO DEL MOLLE,ESC FRANCISCO MALBRAN,POZO DEL MOLLE,POZO DEL MOLLE,Córdoba,Argentina,1968,"POZO DEL MOLLE, POZO DEL MOLLE, Córdoba, Argentina",-32.0204703,-62.9192213,"Pozo del Molle, Córdoba, Argentina",Match,Google
3,COLON,27,ASCOCHINGA,ESC ING ALBERTO R MASCIAS,PUBLICA S/N,ASCOCHINGA,Córdoba,Argentina,1252,"PUBLICA S/N, ASCOCHINGA, Córdoba, Argentina",-30.9433044,-64.2702254,"Pueblo La Pampa, Calle Pública s/n, 5000 Ascochinga, Córdoba, Argentina",Match,Google
15,RIO SECO,226A,PUESTO DE CASTRO,ESC.PROV.D.F.SARMIENTO,PUESTO DE CASTRO,PUESTO DE CASTRO,Córdoba,Argentina,439,"PUESTO DE CASTRO, PUESTO DE CASTRO, Córdoba, Argentina",-30.2707364,-63.4267552,"Puesto de Castro, Córdoba, Argentina",Match,Google
12,PUNILLA,148,CAPILLA DEL MONTE,ESC ESP JUAN MANUEL FERNANDEZ,AV PUEYRREDON 131,CAPILLA DEL MONTE,Córdoba,Argentina,3440,"AV PUEYRREDON 131, CAPILLA DEL MONTE, Córdoba, Argentina",-30.8574974,-64.5213575,"Pueyrredón 131, X5184AAB Capilla del Monte, Córdoba, Argentina",Match,Google
13,RIO CUARTO,187,PUEYRREDON,ESC CAP DE NAV S ALBARRACIN,PUEYRREDON,PUEYRREDON,Córdoba,Argentina,103,"PUEYRREDON, PUEYRREDON, Córdoba, Argentina",-31.3405646,-64.1831381,"Pueyrredón, Córdoba, Argentina",Match,Google
1,CAPITAL,11C,LAS PALMAS,ESC MUNIC JUSTO PAEZ MOLINA,QUEBRACHO HERRADO Y YAVI LAS PALMAS,Córdoba,Córdoba,Argentina,2408,"QUEBRACHO HERRADO Y YAVI LAS PALMAS, Córdoba, Córdoba, Argentina",-31.4012267,-64.243809,"Quebracho Herrado esq. Yavi - B° Las Palmas X5002HHD, Córdoba, Argentina",Match,Google
1,CAPITAL,11G,PARQUE REPUBLICA,ESC PRIMER TTE AVILA,QUINCHAN 1070,Córdoba,Córdoba,Argentina,2736,"QUINCHAN 1070, Córdoba, Córdoba, Argentina",-31.4159072,-64.2626808,"Quinchan 1070, Córdoba, Argentina",Match,Google
21,SANTA MARIA,318,RAFAEL GARCIA,ESC.PROV.FRENCH Y BERUTTI,SARMIENTO Y BERUTTI(RAFAEL GARCIA),RAFAEL GARCIA,Córdoba,Argentina,648,"SARMIENTO Y BERUTTI(RAFAEL GARCIA), RAFAEL GARCIA, Córdoba, Argentina",-31.6469514,-64.2588964,"Rafael Garcia, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,I.P.E.M. N° 298,RAFAEL LOZADA 53,ALTA GRACIA,Córdoba,Argentina,4802,"RAFAEL LOZADA 53, ALTA GRACIA, Córdoba, Argentina",-31.6582193,-64.4329783,"Rafael Lozada 53, Alta Gracia, Córdoba, Argentina",Match,Google
1,CAPITAL,9D,POETA LUGONES,COL EL SALVADOR,RAUL CASARIEGO 4479,Córdoba,Córdoba,Argentina,2697,"RAUL CASARIEGO 4479, Córdoba, Córdoba, Argentina",-31.3627072,-64.2077497,"Raúl Casariego 4479, X5008BZK Córdoba, Argentina",Match,Google
15,RIO SECO,227,RAYO CORTADO,ESC.PROV.CNEL.F.DE BEDOYA,RAYO CORTADO,RAYO CORTADO,Córdoba,Argentina,700,"RAYO CORTADO, RAYO CORTADO, Córdoba, Argentina",-31.435933,-64.1313559,"Rayo Cortado 2240, Córdoba, Argentina",Match,Google
15,RIO SECO,229,VILLA DE MARIA,IPEM 224-LEOPOLDO LUGONES,RECONQUISTA,VILLA DE MARIA,Córdoba,Argentina,2408,"RECONQUISTA, VILLA DE MARIA, Córdoba, Argentina",-29.9074164,-63.7247045,"Reconquista, Villa de María, Córdoba, Argentina",Match,Google
3,COLON,40A,MENDIOLAZA,I.P.E.M.N° 317,MENDIOLAZA,MENDIOLAZA,Córdoba,Argentina,3420,"MENDIOLAZA, MENDIOLAZA, Córdoba, Argentina",-31.273012,-64.309861,"Reinamora 48, Barrio Valle del Sol, X5108ATQ Mendiolaza, Córdoba, Argentina",Match,Google
1,CAPITAL,12B,COLON,INST NTRA SRA DEL SGDO CORAZON,REVOLUCION DE MAYO 1476,Córdoba,Córdoba,Argentina,5826,"REVOLUCION DE MAYO 1476, Córdoba, Córdoba, Argentina",-31.4359399,-64.1670132,"Revolucion de Mayo 1476, Córdoba, Argentina",Match,Google
1,CAPITAL,14P,VILLA RIVERA INDARTE,IPEM N° 17,LAGUNA LARGA ESQ.RINCON DE LUNA,Córdoba,Córdoba,Argentina,1344,"LAGUNA LARGA ESQ.RINCON DE LUNA, Córdoba, Córdoba, Argentina",-31.3193075,-64.2932324,"Rincón de Luna & Laguna Larga, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,242,RINCON,ESC PROV NICOLAS AVELLANEDA,RINCON,RINCON,Córdoba,Argentina,446,"RINCON, RINCON, Córdoba, Argentina",-31.5969394,-63.6168424,"Rincón, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESC ALTE BROWN,RIO QUINTO 660,RIO CUARTO,Córdoba,Argentina,2760,"RIO QUINTO 660, RIO CUARTO, Córdoba, Argentina",-33.1089072,-64.3534664,"Río Quinto 660, Río Cuarto, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,243,RIO SEGUNDO,IPEM N°108-C G DE REZZANO,RIO SEGUNDO,RIO SEGUNDO,Córdoba,Argentina,3751,"RIO SEGUNDO, RIO SEGUNDO, Córdoba, Argentina",-31.650785,-63.9058453,"Río Segundo, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,243,RIO SEGUNDO,ESC CONGRESO DE TUCUMAN,RIO SEGUNDO,RIO SEGUNDO,Córdoba,Argentina,3400,"RIO SEGUNDO, RIO SEGUNDO, Córdoba, Argentina",-31.650785,-63.9058453,"Río Segundo, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,248,LABOULAYE,COLEGIO SAN JOSE,RIVADAVIA 245,LABOULAYE,Córdoba,Argentina,2728,"RIVADAVIA 245, LABOULAYE, Córdoba, Argentina",-34.1285981,-63.3872818,"Rivadavia 245, Laboulaye, Córdoba, Argentina",Match,Google
20,SAN JUSTO,285,DEVOTO,ESC CARLOS J FLORIT,DEVOTO,DEVOTO,Córdoba,Argentina,3445,"DEVOTO, DEVOTO, Córdoba, Argentina",-31.4017252,-62.3049468,"Rivadavia, Córdoba, Argentina",Match,Google
12,PUNILLA,149,CASA GRANDE,ESC GRAL JOSE DE SAN MARTIN,RUTA NACIONAL N°38,CASA GRANDE,Córdoba,Argentina,643,"RUTA NACIONAL N°38, CASA GRANDE, Córdoba, Argentina",-31.1677639,-64.4759142,"RN38, Argentina",Match,Google
1,CAPITAL,8B,PUEYRREDON,INST SAGRADO CORAZON,ROMA 1153,Córdoba,Córdoba,Argentina,3430,"ROMA 1153, Córdoba, Córdoba, Argentina",-31.4031226,-64.1672678,"Roma 1153, X5004BBE Córdoba, Argentina",Match,Google
15,RIO SECO,224,ENCRUCIJADA,ESC PROV PRIMERA JUNTA,ENCRUCIJADA,ENCRUCIJADA,Córdoba,Argentina,42,"ENCRUCIJADA, ENCRUCIJADA, Córdoba, Argentina",-31.2280137,-64.4316226,"RP54 1512, Córdoba, Argentina",Match,Google
13,RIO CUARTO,189,SAMPACHO,INSTPABLO ANTONIO PIZZURNO,SAMPACHO,SAMPACHO,Córdoba,Argentina,2704,"SAMPACHO, SAMPACHO, Córdoba, Argentina",-33.3843884,-64.7230317,"Sampacho, Córdoba, Argentina",Match,Google
13,RIO CUARTO,189,SAMPACHO,ESC SAN MARTIN,SAMPACHO,SAMPACHO,Córdoba,Argentina,2366,"SAMPACHO, SAMPACHO, Córdoba, Argentina",-33.3843884,-64.7230317,"Sampacho, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,COLEGIO JESUS MARIA Y JOSE,SAN AGUSTIN 318,RIO TERCERO,Córdoba,Argentina,4816,"SAN AGUSTIN 318, RIO TERCERO, Córdoba, Argentina",-32.1679554,-64.1096256,"San Agustín 318, Río Tercero, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,25,SAN AGUSTIN,ESC. PROV.GRAL. SAN MARTIN,SAN AGUSTIN,SAN AGUSTIN,Córdoba,Argentina,1705,"SAN AGUSTIN, SAN AGUSTIN, Córdoba, Argentina",-31.9777622,-64.3751707,"San Agustín, Cordoba, Argentina",Match,Google
2,CALAMUCHITA,25,SAN AGUSTIN,COLEGIO SAN JOSE,SAN AGUSTIN,SAN AGUSTIN,Córdoba,Argentina,1361,"SAN AGUSTIN, SAN AGUSTIN, Córdoba, Argentina",-31.9777622,-64.3751707,"San Agustín, Cordoba, Argentina",Match,Google
12,PUNILLA,155,SAN ESTEBAN,ESC INES MOYANO DE MOLINA,SAN ESTEBAN,SAN ESTEBAN,Córdoba,Argentina,753,"SAN ESTEBAN, SAN ESTEBAN, Córdoba, Argentina",-30.91556,-64.532417,"San Esteban, Córdoba, Argentina",Match,Google
20,SAN JUSTO,292,ITURRASPE,ESC THOMAS ALVA EDISON,ITURRASPE,ITURRASPE,Córdoba,Argentina,112,"ITURRASPE, ITURRASPE, Córdoba, Argentina",-31.425896,-62.0848365,"San Francisco, Cordoba, Argentina",Match,Google
19,SAN JAVIER,274,SAN JAVIER,ESC GENERAL SAN MARTIN,SAN JAVIER,SAN JAVIER,Córdoba,Argentina,724,"SAN JAVIER, SAN JAVIER, Córdoba, Argentina",-32.033329,-65.0500107,"San Javier, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,256,SAN JOAQUIN,ESC.PROV.GRAL SAN MARTIN,SAN JOAQUIN,SAN JOAQUIN,Córdoba,Argentina,146,"SAN JOAQUIN, SAN JOAQUIN, Córdoba, Argentina",-34.5101063,-63.7091451,"San Joaquin, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,INST DE LA MISERICORDIA,PADRE DOMINGO VIERA 151,ALTA GRACIA,Córdoba,Argentina,3430,"PADRE DOMINGO VIERA 151, ALTA GRACIA, Córdoba, Argentina",-31.6695651,-64.430165,"San Juan 650, Alta Gracia, Córdoba, Argentina",Match,Google
1,CAPITAL,11E,LOS PLATANOS,ESC B DE MONTEAGUDO,SAN LUIS 3450,Córdoba,Córdoba,Argentina,4106,"SAN LUIS 3450, Córdoba, Córdoba, Argentina",-31.4142166,-64.230023,"San Luis 3450, X5010EKL Córdoba, Argentina",Match,Google
26,UNION,400,SAN MARCOS SUD,INST JOSE DE SAN MARTIN,SAN MARCOS SUD,SAN MARCOS SUD,Córdoba,Argentina,1380,"SAN MARCOS SUD, SAN MARCOS SUD, Córdoba, Argentina",-32.628677,-62.4807835,"San Marcos, Córdoba, Argentina",Match,Google
26,UNION,400,SAN MARCOS SUD,ESC PROV M BUCHARDO,SAN MARCOS SUD,SAN MARCOS SUD,Córdoba,Argentina,1377,"SAN MARCOS SUD, SAN MARCOS SUD, Córdoba, Argentina",-32.628677,-62.4807835,"San Marcos, Córdoba, Argentina",Match,Google
25,TULUMBA,364,LA DORMIDA,I.P.E.A. N°15,2A DORMIDA,LA DORMIDA,Córdoba,Argentina,2401,"2A DORMIDA, LA DORMIDA, Córdoba, Argentina",-30.3556185,-63.9494679,"San Martin 590, San Jose de la Dormida, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESC BERNARDINO RIVADAVIA,SAN MARTIN 694,MARCOS JUAREZ,Córdoba,Argentina,3740,"SAN MARTIN 694, MARCOS JUAREZ, Córdoba, Argentina",-32.6974868,-62.1014599,"San Martín 694, X2580GBU Marcos Juárez, Córdoba, Argentina",Match,Google
4,CRUZ DEL EJE,42,BAÑADO DE SOTO,ESCUELA PROV.M. MORENO,PUBLICA S/N,BAÑADO DE SOTO,Córdoba,Argentina,711,"PUBLICA S/N, BAÑADO DE SOTO, Córdoba, Argentina",-30.8543263,-64.9844889,"San Martín, Villa de Soto, Córdoba, Argentina",Match,Google
13,RIO CUARTO,172,HOLMBERG,ESC.PROV.C.SAAVEDRA,HOLMBERG,HOLMBERG,Córdoba,Argentina,2019,"HOLMBERG, HOLMBERG, Córdoba, Argentina",-33.2053581,-64.4379265,"Santa Catalina, Córdoba, Argentina",Match,Google
13,RIO CUARTO,172,HOLMBERG,ESC.S.R.DE ZAVALIA,HOLMBERG,HOLMBERG,Córdoba,Argentina,1680,"HOLMBERG, HOLMBERG, Córdoba, Argentina",-33.2053581,-64.4379265,"Santa Catalina, Córdoba, Argentina",Match,Google
13,RIO CUARTO,172,HOLMBERG,IPEM N° 125 R SCALABRINI ORTIZ,,HOLMBERG,Córdoba,Argentina,1008,", HOLMBERG, Córdoba, Argentina",-33.2053581,-64.4379265,"Santa Catalina, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,117,SANTA EUFEMIA,INSTITUTO DR.M. BELGRANO,SANTA EUFEMIA,SANTA EUFEMIA,Córdoba,Argentina,2122,"SANTA EUFEMIA, SANTA EUFEMIA, Córdoba, Argentina",-33.1761706,-63.2835171,"Santa Eufemia, Córdoba, Argentina",Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.A.M.SOBRAL,SANTIAGO DEL ESTERO Y LAS HERAS,DEAN FUNES,Córdoba,Argentina,3057,"SANTIAGO DEL ESTERO Y LAS HERAS, DEAN FUNES, Córdoba, Argentina",-30.4293292,-64.3422334,"Santiago del Estero & Las Heras, Dean Funes, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,244,SANTIAGO TEMPLE,ESC CORONEL PRINGLES,SANTIAGO TEMPLE,SANTIAGO TEMPLE,Córdoba,Argentina,2425,"SANTIAGO TEMPLE, SANTIAGO TEMPLE, Córdoba, Argentina",-31.43158,-64.1938353,"Santiago Temple 215, Guemes, X5000CVE Córdoba, Argentina",Match,Google
3,COLON,40,UNQUILLO,ESC.PROV. D.V.SARSFIELD,SARMIENTO Y VELEZ SARSFIELD,UNQUILLO,Córdoba,Argentina,2760,"SARMIENTO Y VELEZ SARSFIELD, UNQUILLO, Córdoba, Argentina",-31.2307902,-64.3046939,"Sarmiento & Vélez Sársfield, Unquillo, Córdoba, Argentina",Match,Google
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESCUELA NORMAL,SARMIENTO 1155,CRUZ DEL EJE,Córdoba,Argentina,5821,"SARMIENTO 1155, CRUZ DEL EJE, Córdoba, Argentina",-30.734846,-64.7930643,"Sarmiento 1155, X5280AGU Cruz del Eje, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,18,LA CRUZ,INST DR D VELEZ SARSFIELD,SARMIENTO 236,LA CRUZ,Córdoba,Argentina,614,"SARMIENTO 236, LA CRUZ, Córdoba, Argentina",-32.3021082,-64.4829766,"Sarmiento 236, La Cruz, Córdoba, Argentina",Match,Google
