Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Location, Latitude,Longitude,Found,Quality,Source
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS VILLA URQUIZA,Córdoba,Córdoba,Argentina,2064,"HUMBERTO 1° ESQ IROS VILLA URQUIZA, Córdoba, Córdoba, Argentina",-31.3924825,-64.2402108,"Humberto Primero & Domingo Iros, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10C,COMERCIAL,ESC ALEJANDRO CARBO,ICHO CRUZ S/N°,Córdoba,Córdoba,Argentina,5161,"ICHO CRUZ S/N°, Córdoba, Córdoba, Argentina",-31.4811478,-64.2090028,"Icho Cruz, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC JOSE A ALVAREZ CONDARCO,IGUALDAD 199,VILLA CARLOS PAZ,Córdoba,Argentina,2064,"IGUALDAD 199, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4463011,-64.5105482,"Igualdad 199, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC JUAN B JUSTO,IGUALDAD 4100 VILLA URQUIZA,Córdoba,Córdoba,Argentina,2064,"IGUALDAD 4100 VILLA URQUIZA, Córdoba, Córdoba, Argentina",-31.3929713,-64.2323948,"Igualdad 4100, X5003BHT Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,298,LAS VARILLAS,ESC BERNARDINO RIVADAVIA,INDEPENDENCIA 294,LAS VARILLAS,Córdoba,Argentina,2728,"INDEPENDENCIA 294, LAS VARILLAS, Córdoba, Argentina",-31.8758691,-62.7143086,"Independencia 294, Las Varillas, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,120,ARIAS,ESC.PROV.SGTO.CABRAL,INTENDENTE MELQUIOT 922,ARIAS,Córdoba,Argentina,3093,"INTENDENTE MELQUIOT 922, ARIAS, Córdoba, Argentina",-33.6426169,-62.4003701,"Intendente Melquiot, Arias, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13G,PARQUE LICEO,ESC ESPIRITU SANTO,ISAAC 4.847,Córdoba,Córdoba,Argentina,8480,"ISAAC 4.847, Córdoba, Córdoba, Argentina",-31.423919,-64.2072618,"Isaac Albeniz 847, X5000BXC Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,ESCUELA N° 402,I.LA CATOLICA 190,RIO TERCERO,Córdoba,Argentina,4459,"I.LA CATOLICA 190, RIO TERCERO, Córdoba, Argentina",-32.1703877,-64.1083859,"Isabel la Católica 190, Río Tercero, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN,ISLAS MALVINAS,LA ITALIANA,Córdoba,Argentina,639,"ISLAS MALVINAS, LA ITALIANA, Córdoba, Argentina",-33.3108247,-62.1783245,"Islas Malvinas, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,308,SACANTA,ESCUELA ITUZAINGO,ITUZAINGO 251,SACANTA,Córdoba,Argentina,1632,"ITUZAINGO 251, SACANTA, Córdoba, Argentina",-31.6629532,-63.0485651,"Ituzaingó, Sacanta, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12C,CORONEL OLMEDO,ESC CORONEL OLMEDO,ALTO LAGUIRRE 4060,Córdoba,Córdoba,Argentina,4524,"ALTO LAGUIRRE 4060, Córdoba, Córdoba, Argentina",-31.3778227,-64.1340512,"Jacinto de Altolaguirre 4060, X5012KKX Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13,LEANDRO N. ALEM,ESC ARISTOBULO DEL VALLE,M DE JAUREGUI 1657,Córdoba,Córdoba,Argentina,3420,"M DE JAUREGUI 1657, Córdoba, Córdoba, Argentina",-31.3917507,-64.1502205,"Jáuregui 1657, X5012IVC Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9B,LAS MARGARITAS,ESC RICARDO ROJAS,J.LOPEZ 2050,Córdoba,Córdoba,Argentina,2656,"J.LOPEZ 2050, Córdoba, Córdoba, Argentina",-31.3823807,-64.2223691,"Javier López 2050, Córdoba, Argentina",Partial Match,Google
2,CALAMUCHITA,17,EMBALSE,IPEA Y T 347,J LUIS DE CABRERA ESQ ACONCAGUA,EMBALSE,Córdoba,Argentina,4062,"J LUIS DE CABRERA ESQ ACONCAGUA, EMBALSE, Córdoba, Argentina",-32.2190231,-64.3919373,"Jerónimo Luis de Cabrera & Aconcagua, Embalse, Córdoba, Argentina",Partial Match,Google
21,SANTA MARIA,326C,SAN NICOLAS,ESC MARTIN M DE GUEMES,A CASTELLANO,SAN NICOLAS,Córdoba,Argentina,1744,"A CASTELLANO, SAN NICOLAS, Córdoba, Argentina",-31.4380758,-64.4557139,"Joaquín Castellano, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13J,VILLA AZALAIS,ESC JUSTO PAEZ MOLINA,J MONTAÑO 1350,Córdoba,Córdoba,Argentina,4774,"J MONTAÑO 1350, Córdoba, Córdoba, Argentina",-31.3764533,-64.1525631,"Joaquín Montaña 1350, X5012CNP Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5B,DEAN FUNES,ESC 9 DE JULIO,JOSE A CABRERA 4717,Córdoba,Córdoba,Argentina,1892,"JOSE A CABRERA 4717, Córdoba, Córdoba, Argentina",-31.4443496,-64.1220999,"José Antonio Cabrera 4717, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10J,SANTA ISABEL,ESCUELA DON ORIONE,J.B.COTTOLENGO 1955,Córdoba,Córdoba,Argentina,3795,"J.B.COTTOLENGO 1955, Córdoba, Córdoba, Argentina",-31.4746763,-64.2363667,"José Benito Cottolengo 1955, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13A,AYACUCHO,ESC HENOCH D AGUIAR,J DE OLMEDO 650,Córdoba,Córdoba,Argentina,3440,"J DE OLMEDO 650, Córdoba, Córdoba, Argentina",-31.3642754,-64.1667714,"José de Olmedo 650, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC SAN FRANCISCO DE ASIS,GUARDADO 184,Córdoba,Córdoba,Argentina,9802,"GUARDADO 184, Córdoba, Córdoba, Argentina",-31.4536839,-64.1975791,"José Guardado 184, X5016CID Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7C,CNO. A PAJAS BLANCAS,ESC J NEWBERY,MATIENZO 5895,Córdoba,Córdoba,Argentina,11,"MATIENZO 5895, Córdoba, Córdoba, Argentina",-31.4526424,-64.1762928,"Jose Moretto 5895, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,INSTITUTO SAN ANTONIO,RUCCI 141,VILLA MARIA,Córdoba,Argentina,3440,"RUCCI 141, VILLA MARIA, Córdoba, Argentina",-32.4122511,-63.2485979,"José Rucci 141, Villa María, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11B,DON BOSCO,INSTITUTO TECNICO DON BOSCO,J VESPIGNANI 215,Córdoba,Córdoba,Argentina,3023,"J VESPIGNANI 215, Córdoba, Córdoba, Argentina",-31.3873139,-64.2728773,"José Vespignani 215, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13J,VILLA AZALAIS,ESC VICENTE F LOPEZ,TISSERA 1551,Córdoba,Córdoba,Argentina,5115,"TISSERA 1551, Córdoba, Córdoba, Argentina",-31.3888929,-64.1600171,"Juan Capistrano Tissera 1551, X5012AJC Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,339,DALMACIO VELEZ,ESC PROV FRAY LUIS BELTRAN,JUANA AZURDUY 283,DALMACIO VELEZ,Córdoba,Argentina,1407,"JUANA AZURDUY 283, DALMACIO VELEZ, Córdoba, Argentina",-32.6107412,-63.5786332,"Juana Azurduy, Dalmacio Vélez Sarsfield, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,182,LAS VERTIENTES,ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA PUBLILL 560,LAS VERTIENTES,Córdoba,Argentina,908,"JULIANA GARCIA PUBLILL 560, LAS VERTIENTES, Córdoba, Argentina",-33.2824714,-64.5793963,"Juliana Garcia Pubill, Córdoba, Argentina",Partial Match,Google
21,SANTA MARIA,316G,VILLA EL PRADO,ESC.PROV.J.HERNANDEZ,CALLE 10 ESQ AV N 5,VILLA EL PRADO,Córdoba,Argentina,1365,"CALLE 10 ESQ AV N 5, VILLA EL PRADO, Córdoba, Argentina",-31.3433358,-64.3335944,"Julio Argentino Roca & Calle Eladio Diez, Rivera Indarte, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13N,YOFRE,ESC DR ANTONIO NORES,JULIO DE VEDIA 2.353,Córdoba,Córdoba,Argentina,4429,"JULIO DE VEDIA 2.353, Córdoba, Córdoba, Argentina",-31.37344,-64.1382168,"Julio de Vedia, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7G,PANAMERICANO,ESC GOBERNADOR MANUEL LOPEZ,URQUIZA 4.800,Córdoba,Córdoba,Argentina,2394,"URQUIZA 4.800, Córdoba, Córdoba, Argentina",-31.4054185,-64.1900747,"Justo José de Urquiza 800, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,INST R ESCALADA DE SAN MARTIN,ESTRADA Y ANTARTIDA,VILLA CARLOS PAZ,Córdoba,Argentina,5504,"ESTRADA Y ANTARTIDA, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4283717,-64.4918724,"La Antártida & Av. Estrada, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9B,LAS MARGARITAS,ESC MIGUEL RODRIGUEZ DE LA TOR,LA GRANJA 3199,Córdoba,Córdoba,Argentina,3320,"LA GRANJA 3199, Córdoba, Córdoba, Argentina",-31.3715722,-64.2205393,"La Granja 3199, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,269,LA PAZ,INST JUAN BAUTISTA ALBERDI,LA PAZ,LA PAZ,Córdoba,Argentina,1268,"LA PAZ, LA PAZ, Córdoba, Argentina",-31.4167221,-64.5087841,"La Paz, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11K,VILLA GRAL URQUIZA,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4.861,Córdoba,Córdoba,Argentina,2060,"LA TABLADA 4.861, Córdoba, Córdoba, Argentina",-31.4090898,-64.181165,"La Tablada 4, X5000FED Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA INDEPENDENCIA,VILLA CARLOS PAZ,Córdoba,Argentina,2752,"LAS MARGARITAS 255-VA INDEPENDENCIA, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4575761,-64.5054912,"Las Margaritas, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,280,BALNEARIA,ESC PABLO JULIO RODRIGUEZ,GENERAL LAVALLE 150,BALNEARIA,Córdoba,Argentina,2312,"GENERAL LAVALLE 150, BALNEARIA, Córdoba, Argentina",-31.0074034,-62.6634304,"Lavalle 150, X5141BFD Balnearia, Córdoba, Argentina",Partial Match,Google
5,GENERAL ROCA,62,ITALO,ESC DR BENJAMIN DUPONT,LAVALLE S/N,ITALO,Córdoba,Argentina,1091,"LAVALLE S/N, ITALO, Córdoba, Argentina",-34.7926593,-63.7783701,"Lavalle, Italo, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13F,NUEVA ITALIA,ESC SGTO CABRAL,P DE LEDESMA 1755,Córdoba,Córdoba,Argentina,3397,"P DE LEDESMA 1755, Córdoba, Córdoba, Argentina",-31.3886522,-64.1409348,"Ledesma 1755, Córdoba, Argentina",Partial Match,Google
17,ROQUE SAENZ PEÑA,251,LEGUIZAMON,ESC N°78-PINTOR JUAN M BLANES,LEGUIZAMON,LEGUIZAMON,Córdoba,Argentina,120,"LEGUIZAMON, LEGUIZAMON, Córdoba, Argentina",-34.2070582,-62.9774386,"Leguizamón, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,119,ALEJO LEDESMA,INSTITUTO SEC. V.SARSFIELD,LEANDRO N ALEM,ALEJO LEDESMA,Córdoba,Argentina,1244,"LEANDRO N ALEM, ALEJO LEDESMA, Córdoba, Argentina",-33.6090244,-62.6261477,"Leónardo N. Alem, Alejo Ledesma, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESC.PROV.D.F.SARMIENTO,LEANDRO N ALEM,ALEJO LEDESMA,Córdoba,Argentina,1240,"LEANDRO N ALEM, ALEJO LEDESMA, Córdoba, Argentina",-33.6090244,-62.6261477,"Leónardo N. Alem, Alejo Ledesma, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10E,ESTACION FLORES,ESC CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2.320,Córdoba,Córdoba,Argentina,3707,"LEOPOLDO CASAVEGA 2.320, Córdoba, Córdoba, Argentina",-31.4400861,-64.2511345,"Leopoldo Casavega, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10E,ESTACION FLORES,J DE INF CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2.320,Córdoba,Córdoba,Argentina,337,"LEOPOLDO CASAVEGA 2.320, Córdoba, Córdoba, Argentina",-31.4400861,-64.2511345,"Leopoldo Casavega, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,129,ISLA VERDE,INST SEC ISLA VERDE,LIBERTAD 446,ISLA VERDE,Córdoba,Argentina,4118,"LIBERTAD 446, ISLA VERDE, Córdoba, Argentina",-33.2387925,-62.4039844,"Libertad, Isla Verde, Córdoba, Argentina",Partial Match,Google
18,SAN ALBERTO,265A,VILLA SARMIENTO,ESC CNEL AGUSTIN A OLMEDO,LIBERTAD 270,VILLA SARMIENTO,Córdoba,Argentina,4457,"LIBERTAD 270, VILLA SARMIENTO, Córdoba, Argentina",-31.9345245,-65.1934891,"Libertad, Villa Sarmiento, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N,VILLA CARLOS PAZ,Córdoba,Argentina,3450,"LOS CEIBOS S/N, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4227164,-64.5166868,"Los Ceibos, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N-,VILLA CARLOS PAZ,Córdoba,Argentina,4140,"LOS GIGANTES S/N-, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4352909,-64.5074183,"Los Gigantes, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,49,LOS SAUCES,ESC.PROV.M.MORENO,LOS SAUCES,LOS SAUCES,Córdoba,Argentina,82,"LOS SAUCES, LOS SAUCES, Córdoba, Argentina",-30.7338872,-64.6894331,"Los Sauces, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,80,LUCA,ESC.PROV.J.V.GONZALEZ,9 DE JULIO 350,LUCA,Córdoba,Argentina,588,"9 DE JULIO 350, LUCA, Córdoba, Argentina",-26.8225742,-65.2203419,"Lucas Alejandro Córdoba 350, T4000JKH San Miguel de Tucumán, Tucumán, Argentina",Partial Match,Google
25,TULUMBA,370,SANTA CRUZ,ESC PROV CORNELIO SAAVEDRA,PUBLICA S/N,SANTA CRUZ,Córdoba,Argentina,97,"PUBLICA S/N, SANTA CRUZ, Córdoba, Argentina",-31.4277475,-64.2091791,"Luis Agote 1514, Villa Maurici, 5010 Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9C,LOS PARAISOS,ESC PCIA DE MISIONES,FIRPO 2254,Córdoba,Córdoba,Argentina,4760,"FIRPO 2254, Córdoba, Córdoba, Argentina",-31.3746592,-64.2039111,"Luis Ángel Firpo 2254, X5008EFH Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12B,COLON,ESC JUAN LARREA,LUIS BRAILE 2273,Córdoba,Córdoba,Argentina,2736,"LUIS BRAILE 2273, Córdoba, Córdoba, Argentina",-31.4319442,-64.155696,"Luis Braile 2273, X5014AQI Córdoba, Argentina",Partial Match,Google
10,MINAS,138,CIENAGA DEL CORO,ESC PROV COMTE ROSENDO LEAL,CESAR MANUEL VERA S/N,CIENAGA DEL CORO,Córdoba,Argentina,926,"CESAR MANUEL VERA S/N, CIENAGA DEL CORO, Córdoba, Argentina",-31.0372043,-65.2774321,"Maestro Cesar Manuel Vera, Córdoba, Argentina",Partial Match,Google
15,RIO SECO,228,SEBASTIAN ELCANO,ESC.PROV. CNEL. A.H.CARPANI,MAESTRO PIÑA 279,SEBASTIAN ELCANO,Córdoba,Argentina,2514,"MAESTRO PIÑA 279, SEBASTIAN ELCANO, Córdoba, Argentina",-30.1591098,-63.5922033,"Maestro Piña, Sebastian Elcano, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,191,SAN BASILIO,ESC JOSE DE SAN MARTIN,BELGRANO 121,SAN BASILIO,Córdoba,Argentina,1958,"BELGRANO 121, SAN BASILIO, Córdoba, Argentina",-33.4976805,-64.3116439,"Manuel Belgrano, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,116,REDUCCION,ESC.CAP. F.D.ZARCO,MANUEL DE LA LASTRA 623,REDUCCION,Córdoba,Argentina,1425,"MANUEL DE LA LASTRA 623, REDUCCION, Córdoba, Argentina",-33.1983411,-63.8613206,"Manuel de la Lastra, Reduccion, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14I,SANTA CECILIA,ESC MUNIC ARSENIO MURUGARREN,PIZARRO Y GRASS,Córdoba,Córdoba,Argentina,2744,"PIZARRO Y GRASS, Córdoba, Córdoba, Argentina",-31.3572915,-64.2286213,"Manuel E. Pizarro & Amadeo Grass, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11D,LOS NARANJOS,ESC REPUBLICA DEL PERU,GOYENA Y GOMEZ CARRILLO,Córdoba,Córdoba,Argentina,4128,"GOYENA Y GOMEZ CARRILLO, Córdoba, Córdoba, Argentina",-31.4290097,-64.2198532,"Manuel Gómez Carrillo & Pedro Goyena, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNIC DOMINGO F SARMIENTO,MANZANA 63,Córdoba,Córdoba,Argentina,2394,"MANZANA 63, Córdoba, Córdoba, Argentina",-31.3717869,-64.264768,"Manzana 63, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,INSTITUTO DEL ROSARIO,BV.ALVEAR 68,VILLA MARIA,Córdoba,Argentina,10695,"BV.ALVEAR 68, VILLA MARIA, Córdoba, Argentina",-32.4090712,-63.2384675,"Marcelo T. de Alvear 68, Villa María, Córdoba, Argentina",Partial Match,Google
16,RIO SEGUNDO,232,CARRILOBO,ESC PROV PTE JULIO ROCA,MARIANO MORENO 815,CARRILOBO,Córdoba,Argentina,1705,"MARIANO MORENO 815, CARRILOBO, Córdoba, Argentina",-31.874558,-63.1155055,"Mariano Moreno, Carrilobo, Córdoba, Argentina",Partial Match,Google
5,GENERAL ROCA,58,BRUZONE,ESC.PROV. J.J. PASO,MARIANO MORENO,BRUZONE,Córdoba,Argentina,240,"MARIANO MORENO, BRUZONE, Córdoba, Argentina",-34.4399237,-64.3392242,"Mariano Moreno, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,158,TANTI,ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597,TANTI,Córdoba,Argentina,2966,"MARIANO MORENO 597, TANTI, Córdoba, Argentina",-31.3539311,-64.5904148,"Mariano Moreno, Tanti, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,289,EL FORTIN,ESC PROV DOMINGO F SARMIENTO,MATEO OLIVERO 576,EL FORTIN,Córdoba,Argentina,1212,"MATEO OLIVERO 576, EL FORTIN, Córdoba, Argentina",-31.9680219,-62.3004036,"Mateo Olivera, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,50,MEDIA NARANJA,ESCUELA M. GUEMES,MEDIA NARANJA,MEDIA NARANJA,Córdoba,Argentina,862,"MEDIA NARANJA, MEDIA NARANJA, Córdoba, Argentina",-30.6441965,-64.9279563,"Media Naranja, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14Q,VILLA WARCALDE,INST. TEC. ISAAC NEWTON,MOLINO DE TORRES 6.635,Córdoba,Córdoba,Argentina,1168,"MOLINO DE TORRES 6.635, Córdoba, Córdoba, Argentina",-31.3484524,-64.301726,"Molino de Torres, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,166,BERROTARAN,INSTITUTO PARROQ.BERROTARAN,AQUINO ARGUELLO ARDILES 203,BERROTARAN,Córdoba,Argentina,3674,"AQUINO ARGUELLO ARDILES 203, BERROTARAN, Córdoba, Argentina",-32.4519729,-64.3952172,"Mons.Aquilino Argüello Ardiles, Berrotarán, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC BLAS PARERA,MONS DE ANDREA 1044,Córdoba,Córdoba,Argentina,2387,"MONS DE ANDREA 1044, Córdoba, Córdoba, Argentina",-31.3951289,-64.2135528,"Monseñor Miguel de Andrea 1044, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12B,COLON,ESC RUBEN DARIO,LA CORUÑA Y MONSERRAT,Córdoba,Córdoba,Argentina,4459,"LA CORUÑA Y MONSERRAT, Córdoba, Córdoba, Argentina",-31.4334697,-64.1679072,"Montserrat & La Coruña, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MARTIN DE GÜEMES,MONTUFAR Y CORONADO 7.126,Córdoba,Córdoba,Argentina,2664,"MONTUFAR Y CORONADO 7.126, Córdoba, Córdoba, Argentina",-31.3390508,-64.2705178,"Montufar y Coronado, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,I.P.E.T. N° 2,J.MULLER 651,VILLA MARIA,Córdoba,Argentina,4816,"J.MULLER 651, VILLA MARIA, Córdoba, Argentina",-32.411182,-63.2585382,"Muller 651, Villa María, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14K,VILLA ALLENDE PARQUE,JARDIN MATERNAL TRAVESURAS,MULUCHES S/N,Córdoba,Córdoba,Argentina,981,"MULUCHES S/N, Córdoba, Córdoba, Argentina",-31.3127018,-64.2833929,"Muluches, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7D,COFICO,ESC PCIA DE FORMOSA,RODRIGUEZ PEÑA 1548,Córdoba,Córdoba,Argentina,2370,"RODRIGUEZ PEÑA 1548, Córdoba, Córdoba, Argentina",-31.3961773,-64.1903365,"N. Rodríguez Peña 1548, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10H,PARQUE CAPITAL,IPEM 154 MARTIN M DE GUEMES,O NAVARRO 2.751,Córdoba,Córdoba,Argentina,2040,"O NAVARRO 2.751, Córdoba, Córdoba, Argentina",-31.2816652,-64.2868826,"Navarro 2, Villa Allende, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7G,PANAMERICANO,ESC ARTURO CAPDEVILA,AVELLANEDA 4100,Córdoba,Córdoba,Argentina,4104,"AVELLANEDA 4100, Córdoba, Córdoba, Argentina",-31.3663726,-64.1869008,"Nicolás Avellaneda 4100, X5001FPR Córdoba, Argentina",Partial Match,Google
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MUNIC RAUL V MARTINEZ,NILO PECANHA S/N,Córdoba,Córdoba,Argentina,2660,"NILO PECANHA S/N, Córdoba, Córdoba, Argentina",-31.340968,-64.267144,"Nilo Pecanha, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,COLEGIO PARROQUIAL PIO XII,OBISPO BUSTOS 816,COSQUIN,Córdoba,Argentina,3742,"OBISPO BUSTOS 816, COSQUIN, Córdoba, Argentina",-31.2375282,-64.4667215,"Obispo Bustos 816, Cosquín, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5D,MALDONADO,ESC MARTIN DE GÜEMES,OBPO CASTELLANOS 256,Córdoba,Córdoba,Argentina,3015,"OBPO CASTELLANOS 256, Córdoba, Córdoba, Argentina",-31.4129107,-64.1388541,"Obispo Castellano 256, X5006JHF Córdoba, Argentina",Partial Match,Google
14,RIO PRIMERO,213,OBISPO TREJO,ESCUELA R.GUTIERREZ,GENERAL PAZ 788,OBISPO TREJO,Córdoba,Argentina,2407,"GENERAL PAZ 788, OBISPO TREJO, Córdoba, Argentina",-31.4249456,-64.1892758,"Obispo Trejo 788, X5000IYP Córdoba, Argentina",Partial Match,Google
1,CAPITAL,1,SECCIONAL PRIMERA,ESC SANTA TERESA DE JESUS,OBISPO TREJO Y SANABRIA 160,Córdoba,Córdoba,Argentina,3430,"OBISPO TREJO Y SANABRIA 160, Córdoba, Córdoba, Argentina",-30.8915186,-63.2548515,"Obispo Trejo y Sanabria, La Puerta, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12H,LOS CERVECEROS,ESC MADRE TERESA DE CALCUTA,PALAMARA 2.900,Córdoba,Córdoba,Argentina,2688,"PALAMARA 2.900, Córdoba, Córdoba, Argentina",-31.4643771,-64.1583331,"Onofrio Palamara, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,IPEM N°157-PTE SARMIENTO,P CARRANZA 940,COSQUIN,Córdoba,Argentina,2720,"P CARRANZA 940, COSQUIN, Córdoba, Argentina",-31.2384468,-64.4670814,"P. Carranza 940, Cosquín, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13A,AYACUCHO,ESC P ALBARRACIN DE SARMIENTO,NERUDA Y ACAMPES,Córdoba,Córdoba,Argentina,3773,"NERUDA Y ACAMPES, Córdoba, Córdoba, Argentina",-31.3680783,-64.1752596,"Pablo Neruda & Acampes, Córdoba, Argentina",Partial Match,Google
21,SANTA MARIA,323,DESPEÑADEROS,INSTITUTO PRIVADO PIO XII,PADRE BUTELER 229,DESPEÑADEROS,Córdoba,Argentina,3300,"PADRE BUTELER 229, DESPEÑADEROS, Córdoba, Argentina",-31.818965,-64.2861153,"Padre Buteler, Despeñaderos, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,150,COSQUIN,IPEM N°60 M MORENO(EX IPET 13),PALEMON CARRANZA 1085,COSQUIN,Córdoba,Argentina,3060,"PALEMON CARRANZA 1085, COSQUIN, Córdoba, Argentina",-31.2576977,-64.4696376,"Palemon Carranza, Cosquín, Córdoba, Argentina",Partial Match,Google
5,GENERAL ROCA,70,VILLA HUIDOBRO,ESC.PROV.M.BELGRANO,PASCO 327,VILLA HUIDOBRO,Córdoba,Argentina,2317,"PASCO 327, VILLA HUIDOBRO, Córdoba, Argentina",-34.843104,-64.5832184,"Pasco, Villa Huidobro, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,268,DOLORES,ESC C CENTENARIO-IPEM N° 146,PEDRO C MOLINA 145,DOLORES,Córdoba,Argentina,2752,"PEDRO C MOLINA 145, DOLORES, Córdoba, Argentina",-31.9455317,-65.1941641,"Pedro C. Molina 145, Villa Dolores, Córdoba, Argentina",Partial Match,Google
