Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Geo
1,CAPITAL,10F,MATIENZO,ESC REPUBLICA ARGENTINA,SAN CAYETANO Y BRAILE,Córdoba,Córdoba,Argentina,2352,"SAN CAYETANO Y BRAILE, Córdoba, Córdoba, Argentina"
1,CAPITAL,10F,MATIENZO,ESC MIGUEL A ZABALA ORTIZ,DIAZ DE LA FUENTE 3101,Córdoba,Córdoba,Argentina,2352,"DIAZ DE LA FUENTE 3101, Córdoba, Córdoba, Argentina"
1,CAPITAL,14J,URCA,ESC REPUBLICA DE PANAMA,TRECE BIS   COL   DEL CERRO,Córdoba,Córdoba,Argentina,2352,"TRECE BIS   COL   DEL CERRO, Córdoba, Córdoba, Argentina"
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.MISIONEROS SALESIANOS,ALEJANDRO,ALEJANDRO,Córdoba,Argentina,2352,"ALEJANDRO, ALEJANDRO, Córdoba, Argentina"
1,CAPITAL,13I,SAN JORGE,ESC MUNIC JORGE LUIS BORGES,QUINTA SAN JORGE,Córdoba,Córdoba,Argentina,2345,"QUINTA SAN JORGE, Córdoba, Córdoba, Argentina"
12,PUNILLA,153,LA CUMBRE,ESC JOSEFA MARIA BUSTOS,ALBERDI 277,LA CUMBRE,Córdoba,Argentina,2345,"ALBERDI 277, LA CUMBRE, Córdoba, Argentina"
1,CAPITAL,13I,SAN JORGE,ESC MUNIC DR ALFREDO ORGAZ,PUBLICA S/N,Córdoba,Córdoba,Argentina,2343,"PUBLICA S/N, Córdoba, Córdoba, Argentina"
8,JUAREZ CELMAN,106,CABRERA,ESC.FRAY PIO BENTIVOGLIO,MAIPU   BARRIO ARGENTINO 962,CABRERA,Córdoba,Argentina,2338,"MAIPU   BARRIO ARGENTINO 962, CABRERA, Córdoba, Argentina"
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.E.F.OLMOS,20 DE SEPTIEMBRE 584,CABRERA,Córdoba,Argentina,2338,"20 DE SEPTIEMBRE 584, CABRERA, Córdoba, Argentina"
26,UNION,373,BALLESTEROS,ESC PROV GRAL SAN MARTIN,PTE PERON- CENTRO 75,BALLESTEROS,Córdoba,Argentina,2338,"PTE PERON- CENTRO 75, BALLESTEROS, Córdoba, Argentina"
4,CRUZ DEL EJE,54,SAN MARCOS SIERRAS,ESC PROV PTE ROQUE SAENZ PEÑA,LIBERTAD 1.043,SAN MARCOS SIERRAS,Córdoba,Argentina,2333,"LIBERTAD 1.043, SAN MARCOS SIERRAS, Córdoba, Argentina"
9,MARCOS JUAREZ,131,LEONES,IPEM N°256-LIB GRAL SAN MARTIN,LEONES,LEONES,Córdoba,Argentina,2332,"LEONES, LEONES, Córdoba, Argentina"
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC R ESCALADA DE SAN MARTIN,CORRAL DE BUSTOS,CORRAL DE BUSTOS,Córdoba,Argentina,2331,"CORRAL DE BUSTOS, CORRAL DE BUSTOS, Córdoba, Argentina"
18,SAN ALBERTO,261,BROCHERO,IPEM N° 344,BROCHERO,BROCHERO,Córdoba,Argentina,2330,"BROCHERO, BROCHERO, Córdoba, Argentina"
1,CAPITAL,12I,CIUDAD DE MIS SUEÑOS,ESC. PRIMARIA MARIA SALEME,RUTA 9 KM 690,Córdoba,Córdoba,Argentina,2326,"RUTA 9 KM 690, Córdoba, Córdoba, Argentina"
1,CAPITAL,4F,CIUDAD OBISPO ANGELELLI,NSC.OSCAR RAUL MALVASIO,MANZANA 49,Córdoba,Córdoba,Argentina,2325,"MANZANA 49, Córdoba, Córdoba, Argentina"
3,COLON,30,COLONIA TIROLESA,ESC PROV DR PABLO RUEDA,PUBLICA S/N,COLONIA TIROLESA,Córdoba,Argentina,2324,"PUBLICA S/N, COLONIA TIROLESA, Córdoba, Argentina"
9,MARCOS JUAREZ,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO,CRUZ ALTA,CRUZ ALTA,Córdoba,Argentina,2323,"CRUZ ALTA, CRUZ ALTA, Córdoba, Argentina"
1,CAPITAL,6,ALTO GRAL PAZ,COL   SAN RAMON NONATO,AVDA   PATRIA 282,Córdoba,Córdoba,Argentina,2317,"AVDA   PATRIA 282, Córdoba, Córdoba, Argentina"
5,GENERAL ROCA,70,VILLA HUIDOBRO,ESC.PROV.M.BELGRANO,PASCO 327,VILLA HUIDOBRO,Córdoba,Argentina,2317,"PASCO 327, VILLA HUIDOBRO, Córdoba, Argentina"
9,MARCOS JUAREZ,126,CRUZ ALTA,IPEM N° 276,CRUZ ALTA,CRUZ ALTA,Córdoba,Argentina,2317,"CRUZ ALTA, CRUZ ALTA, Córdoba, Argentina"
14,RIO PRIMERO,220,VILLA SANTA ROSA,INST DEL SANTISIMO ROSARIO,SAN MARTIN 756,VILLA SANTA ROSA,Córdoba,Argentina,2317,"SAN MARTIN 756, VILLA SANTA ROSA, Córdoba, Argentina"
20,SAN JUSTO,305,PORTEÑA,ESC PROV 9 DE JULIO,PORTEÑA,PORTEÑA,Córdoba,Argentina,2317,"PORTEÑA, PORTEÑA, Córdoba, Argentina"
21,SANTA MARIA,331,TOLEDO,ESC PROV JUAN B ALBERDI,TOLEDO,TOLEDO,Córdoba,Argentina,2317,"TOLEDO, TOLEDO, Córdoba, Argentina"
1,CAPITAL,4C,INAUDI,ESC SAN JOSE DE CALASANZ,PIZARRO ESQ. NIVOLI,Córdoba,Córdoba,Argentina,2314,"PIZARRO ESQ. NIVOLI, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,280,BALNEARIA,ESC PABLO JULIO RODRIGUEZ,GENERAL LAVALLE 150,BALNEARIA,Córdoba,Argentina,2312,"GENERAL LAVALLE 150, BALNEARIA, Córdoba, Argentina"
1,CAPITAL,9A,LA FRANCE,ESC MAHATMA GANDHI,TALAVERA DE MADRID 3261,Córdoba,Córdoba,Argentina,2310,"TALAVERA DE MADRID 3261, Córdoba, Córdoba, Argentina"
1,CAPITAL,11M,VALLE ESCONDIDO,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO (PREDIO FERIAR) 3590,Córdoba,Córdoba,Argentina,2310,"AV.CARCANO (PREDIO FERIAR) 3590, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,220,VILLA SANTA ROSA,ESC PBRO JOSE G BROCHERO,SANTA ROSA,VILLA SANTA ROSA,Córdoba,Argentina,2310,"SANTA ROSA, VILLA SANTA ROSA, Córdoba, Argentina"
26,UNION,391,MONTE MAIZ,ESCUELA JOSE DE SAN MARTIN,SAN MARTIN 1518,MONTE MAIZ,Córdoba,Argentina,2310,"SAN MARTIN 1518, MONTE MAIZ, Córdoba, Argentina"
5,GENERAL ROCA,63,JOVITA,ESC.PROV.D.F. SARMIENTO,JOVITA,JOVITA,Córdoba,Argentina,2307,"JOVITA, JOVITA, Córdoba, Argentina"
21,SANTA MARIA,323,DESPEÑADEROS,ESC PROV 25 DE MAYO,CONGRESO 235,DESPEÑADEROS,Córdoba,Argentina,2304,"CONGRESO 235, DESPEÑADEROS, Córdoba, Argentina"
1,CAPITAL,14N,VILLA CORNU,IPEM 16 MA.SALEME DE BURNICHON,AL LADO ESC. H. GARCIA,Córdoba,Córdoba,Argentina,2303,"AL LADO ESC. H. GARCIA, Córdoba, Córdoba, Argentina"
23,TERCERO ARRIBA,342,LAS PERDICES,ESC CNEL DOMINGO GAY,SAN LUIS Y GENERAL PAZ S/N,LAS PERDICES,Córdoba,Argentina,2303,"SAN LUIS Y GENERAL PAZ S/N, LAS PERDICES, Córdoba, Argentina"
16,RIO SEGUNDO,237,LUQUE,IPEM N° 300,LUQUE,LUQUE,Córdoba,Argentina,2289,"LUQUE, LUQUE, Córdoba, Argentina"
12,PUNILLA,147,BIALET MASSE,ESC DR BIALET MASSE,ROQUE SAENZ PEÑA 91,BIALET MASSE,Córdoba,Argentina,2284,"ROQUE SAENZ PEÑA 91, BIALET MASSE, Córdoba, Argentina"
23,TERCERO ARRIBA,337,ASCASUBI,ESC.M.G.PONCE,DUSSAN ALACEVICH 86,ASCASUBI,Córdoba,Argentina,2264,"DUSSAN ALACEVICH 86, ASCASUBI, Córdoba, Argentina"
8,JUAREZ CELMAN,118,UCACHA,ESC.MARTIN GUERRICO,UCACHA,UCACHA,Córdoba,Argentina,2261,"UCACHA, UCACHA, Córdoba, Argentina"
5,GENERAL ROCA,60,DEL CAMPILLO,ESCUELA J.M.PAZ,JOSE MARIA PAZ   ENRIQUE COOK 444,DEL CAMPILLO,Córdoba,Argentina,2251,"JOSE MARIA PAZ   ENRIQUE COOK 444, DEL CAMPILLO, Córdoba, Argentina"
9,MARCOS JUAREZ,123,CAMILO ALDAO,IPEM N°151 J URBIZU,BV JOSE M ALDAO 1.160,CAMILO ALDAO,Córdoba,Argentina,2235,"BV JOSE M ALDAO 1.160, CAMILO ALDAO, Córdoba, Argentina"
16,RIO SEGUNDO,230,CALCHIN,COLEGIO ENS.SECUNDARIA,CALCHIN,CALCHIN,Córdoba,Argentina,2150,"CALCHIN, CALCHIN, Córdoba, Argentina"
9,MARCOS JUAREZ,127,GUATIMOZIN,ESC DALMACIO VELEZ SARSFIELD,AV CORDOBA 324,GUATIMOZIN,Córdoba,Argentina,2147,"AV CORDOBA 324, GUATIMOZIN, Córdoba, Argentina"
1,CAPITAL,4E,NUESTRO HOGAR III,ESC.SABIN,DDE.CMO.S.ANTONIO KM 7 1/2.1KM.AL O.,Córdoba,Córdoba,Argentina,2135,"DDE.CMO.S.ANTONIO KM 7 1/2.1KM.AL O., Córdoba, Córdoba, Argentina"
8,JUAREZ CELMAN,117,SANTA EUFEMIA,INSTITUTO DR.M. BELGRANO,SANTA EUFEMIA,SANTA EUFEMIA,Córdoba,Argentina,2122,"SANTA EUFEMIA, SANTA EUFEMIA, Córdoba, Argentina"
1,CAPITAL,6E,LA FLORESTA SUD,ESC TRANSITO CACERES DE ALLEND,CNO CHACRA DE LA MERCED KM 9 Y 1/2,Córdoba,Córdoba,Argentina,2121,"CNO CHACRA DE LA MERCED KM 9 Y 1/2, Córdoba, Córdoba, Argentina"
19,SAN JAVIER,275,SAN JOSE,ESC EMILIO FELIPE OLMOS,AV SAN MARTIN S/N,SAN JOSE,Córdoba,Argentina,2119,"AV SAN MARTIN S/N, SAN JOSE, Córdoba, Argentina"
1,CAPITAL,13K,VILLA ESQUIU,DR JOSE RAMON IBAÑEZ,CAPDEVILLA KM 9 1/2,Córdoba,Córdoba,Argentina,2110,"CAPDEVILLA KM 9 1/2, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,303,MIRAMAR,ESC.PROV.J.L.DE CABRERA,JERONIMO LUIS DE CABRERA,MIRAMAR,Córdoba,Argentina,2081,"JERONIMO LUIS DE CABRERA, MIRAMAR, Córdoba, Argentina"
1,CAPITAL,10J,SANTA ISABEL,ESC MUNIC FERNANDEZ ORDOÑEZ,OLAVARRIA S/N° STA ISABEL 2DA SECC,Córdoba,Córdoba,Argentina,2067,"OLAVARRIA S/N° STA ISABEL 2DA SECC, Córdoba, Córdoba, Argentina"
12,PUNILLA,156D,SAN ANTONIO DE ARREDONDO,ESC JUAN JOSE PASO,RUTA PROV. 14-KM.43 CENTRO,SAN ANTONIO DE ARREDONDO,Córdoba,Argentina,2066,"RUTA PROV. 14-KM.43 CENTRO, SAN ANTONIO DE ARREDONDO, Córdoba, Argentina"
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS VILLA URQUIZA,Córdoba,Córdoba,Argentina,2064,"HUMBERTO 1° ESQ IROS VILLA URQUIZA, Córdoba, Córdoba, Argentina"
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC JUAN B JUSTO,IGUALDAD 4100 VILLA URQUIZA,Córdoba,Córdoba,Argentina,2064,"IGUALDAD 4100 VILLA URQUIZA, Córdoba, Córdoba, Argentina"
1,CAPITAL,11K,VILLA GRAL URQUIZA,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO V URQUIZA,Córdoba,Córdoba,Argentina,2064,"HUMBTO PRIMO Y FALUCHO V URQUIZA, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESCUELA PABLO VI,VILLA NUEVA,VILLA NUEVA,Córdoba,Argentina,2064,"VILLA NUEVA, VILLA NUEVA, Córdoba, Argentina"
12,PUNILLA,156,VILLA CARLOS PAZ,ESC JOSE A ALVAREZ CONDARCO,IGUALDAD 199,VILLA CARLOS PAZ,Córdoba,Argentina,2064,"IGUALDAD 199, VILLA CARLOS PAZ, Córdoba, Argentina"
18,SAN ALBERTO,262,MINA CLAVERO,ESC MAESTRO D F SARMIENTO,AV HERNAN CORTEZ 1060,MINA CLAVERO,Córdoba,Argentina,2064,"AV HERNAN CORTEZ 1060, MINA CLAVERO, Córdoba, Argentina"
20,SAN JUSTO,285,DEVOTO,ESC DOMINGO F SARMIENTO,DEVOTO,DEVOTO,Córdoba,Argentina,2064,"DEVOTO, DEVOTO, Córdoba, Argentina"
23,TERCERO ARRIBA,336,ALMAFUERTE,IPEM N° 299-DR S E NAUMCHIK,SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,ALMAFUERTE,Córdoba,Argentina,2064,"SANTIAGO DEL ESTERO ESQ.FRAGUEIRO, ALMAFUERTE, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,ESC SUP DE COMERCIO,D DE ROJAS S/N-,RIO TERCERO,Córdoba,Argentina,2064,"D DE ROJAS S/N-, RIO TERCERO, Córdoba, Argentina"
1,CAPITAL,11K,VILLA GRAL URQUIZA,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4.861,Córdoba,Córdoba,Argentina,2060,"LA TABLADA 4.861, Córdoba, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,INST EL OBRAJE (ARRIBA),NIETO 17,ALTA GRACIA,Córdoba,Argentina,2059,"NIETO 17, ALTA GRACIA, Córdoba, Argentina"
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,COLEGIO SAGRADO CORAZON,25 DE MAYO 1414,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,2058,"25 DE MAYO 1414, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina"
25,TULUMBA,364,LA DORMIDA,ESC.PROV.F.N.LAPRIDA,LA DORMIDA,LA DORMIDA,Córdoba,Argentina,2058,"LA DORMIDA, LA DORMIDA, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,IPEM N° 309 (FUENTEALBA),CALLE PUBLICA,Córdoba,Córdoba,Argentina,2052,"CALLE PUBLICA, Córdoba, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC. MARIA EVA DUARTE,CALLE PUBLICA S/N (CNO 60 CUAD KM3),Córdoba,Córdoba,Argentina,2052,"CALLE PUBLICA S/N (CNO 60 CUAD KM3), Córdoba, Córdoba, Argentina"
20,SAN JUSTO,298,LAS VARILLAS,ESCUELA GRAL PAZ,BUENOS AIRES 460,LAS VARILLAS,Córdoba,Argentina,2052,"BUENOS AIRES 460, LAS VARILLAS, Córdoba, Argentina"
1,CAPITAL,10L,VILLA EL LIBERTADOR,IPEM 313 (ANEX0),DEFENSA Y CACHEUTA.V.EL LIBERTADOR,Córdoba,Córdoba,Argentina,2046,"DEFENSA Y CACHEUTA.V.EL LIBERTADOR, Córdoba, Córdoba, Argentina"
1,CAPITAL,10L,VILLA EL LIBERTADOR,COL SAN JOSE OBRERO,ARANI Y PJE. 17 V EL LIBERTADOR,Córdoba,Córdoba,Argentina,2046,"ARANI Y PJE. 17 V EL LIBERTADOR, Córdoba, Córdoba, Argentina"
1,CAPITAL,11G,PARQUE REPUBLICA,JORGE LUIS BORGES,ALTO ALEGRE/NAMUNCURA,Córdoba,Córdoba,Argentina,2046,"ALTO ALEGRE/NAMUNCURA, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,165,BANDA NORTE,ESC REPUBLICA DEL URUGUAY,SAN LUIS 342,BANDA NORTE,Córdoba,Argentina,2046,"SAN LUIS 342, BANDA NORTE, Córdoba, Argentina"
16,RIO SEGUNDO,243,RIO SEGUNDO,C.E.N.M.A. N° 161,SAN MARTIN ESQ ALEM,RIO SEGUNDO,Córdoba,Argentina,2046,"SAN MARTIN ESQ ALEM, RIO SEGUNDO, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,248,LABOULAYE,ESC LEONOR DE TEJEDA,AV PELLEGRINI 247,LABOULAYE,Córdoba,Argentina,2046,"AV PELLEGRINI 247, LABOULAYE, Córdoba, Argentina"
25,TULUMBA,361,LAS ARRIAS,ESC.J.M.ESTRADA,AV.SAN MARTIN,LAS ARRIAS,Córdoba,Argentina,2046,"AV.SAN MARTIN, LAS ARRIAS, Córdoba, Argentina"
1,CAPITAL,10B,CIUDADELA,ESC REPUBLICA DE SIRIA,TRAFUL 908,Córdoba,Córdoba,Argentina,2040,"TRAFUL 908, Córdoba, Córdoba, Argentina"
1,CAPITAL,10H,PARQUE CAPITAL,IPEM 154 MARTIN M DE GUEMES,O NAVARRO 2.751,Córdoba,Córdoba,Argentina,2040,"O NAVARRO 2.751, Córdoba, Córdoba, Argentina"
1,CAPITAL,10I,PARQUE HORIZONTE,INST. SAN JOSE ARTESANO,CORONDA ESQ HUILICHES,Córdoba,Córdoba,Argentina,2040,"CORONDA ESQ HUILICHES, Córdoba, Córdoba, Argentina"
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,HEROES DE MALVINAS,CNEL MANUEL NAMUNCURA/PETIROSSI,Córdoba,Córdoba,Argentina,2040,"CNEL MANUEL NAMUNCURA/PETIROSSI, Córdoba, Córdoba, Argentina"
1,CAPITAL,12G,ITUZAINGO,ESC SECUNDARIA CARLOS M DE ALV,FARADAY 5721,Córdoba,Córdoba,Argentina,2040,"FARADAY 5721, Córdoba, Córdoba, Argentina"
8,JUAREZ CELMAN,109,DEHEZA,INSTITUTO SEC. 25 DE MAYO,DEHEZA,DEHEZA,Córdoba,Argentina,2040,"DEHEZA, DEHEZA, Córdoba, Argentina"
9,MARCOS JUAREZ,134,MONTE BUEY,ESC MANUEL BELGRANO,MONTE BUEY,MONTE BUEY,Córdoba,Argentina,2040,"MONTE BUEY, MONTE BUEY, Córdoba, Argentina"
1,CAPITAL,11J,SANTA ANA,ESC GENERAL MOSCONI,FERREYRA R 2324,Córdoba,Córdoba,Argentina,2039,"FERREYRA R 2324, Córdoba, Córdoba, Argentina"
1,CAPITAL,5I,COLINAS DEL SUR,ESC.PTE. JUAN D.PERÓN,MANZANA 47.,Córdoba,Córdoba,Argentina,2036,"MANZANA 47., Córdoba, Córdoba, Argentina"
3,COLON,29,COLONIA CAROYA,ESCUELA M. MORENO,JUSTINIANO CELIZ HEREDIA 650,COLONIA CAROYA,Córdoba,Argentina,2034,"JUSTINIANO CELIZ HEREDIA 650, COLONIA CAROYA, Córdoba, Argentina"
3,COLON,37,RIO CEBALLOS,ESC.CONSTANCIO C. VIGIL,Primero de mayo 112,RIO CEBALLOS,Córdoba,Argentina,2028,"Primero de mayo 112, RIO CEBALLOS, Córdoba, Argentina"
10,MINAS,142,SAN CARLOS,ESC.SEC.J.L.DE CABRERA,RIVADAVIA E IRIGOYEN,SAN CARLOS,Córdoba,Argentina,2028,"RIVADAVIA E IRIGOYEN, SAN CARLOS, Córdoba, Argentina"
12,PUNILLA,157,SANTA MARIA,COLEGIO SAN ROQUE,LAVALLE 2730 VILLA BUSTOS,SANTA MARIA,Córdoba,Argentina,2028,"LAVALLE 2730 VILLA BUSTOS, SANTA MARIA, Córdoba, Argentina"
12,PUNILLA,154,LA FALDA,ESC AERONAUTICA ARGENTINA,OCAMPO Y ROMAN DEHEZA S/N-LA LOMITA,LA FALDA,Córdoba,Argentina,2022,"OCAMPO Y ROMAN DEHEZA S/N-LA LOMITA, LA FALDA, Córdoba, Argentina"
21,SANTA MARIA,316A,ANIZACATE,IPEM N° 118-JUANA AZURDUY,SALOMON PALACIOS,ANIZACATE,Córdoba,Argentina,2022,"SALOMON PALACIOS, ANIZACATE, Córdoba, Argentina"
24,TOTORAL,359,VILLA DEL TOTORAL,ESC NORM SUP V DEL TOTORAL,REP ARGENTINA Y PTE PERON S/N,VILLA DEL TOTORAL,Córdoba,Argentina,2022,"REP ARGENTINA Y PTE PERON S/N, VILLA DEL TOTORAL, Córdoba, Argentina"
19,SAN JAVIER,275A,LOS CERRILLOS,ESC GENERAL BARTOLOME MITRE,LOS CERRILLOS,LOS CERRILLOS,Córdoba,Argentina,2021,"LOS CERRILLOS, LOS CERRILLOS, Córdoba, Argentina"
21,SANTA MARIA,316A,ANIZACATE,ESC VICENTE LOPEZ Y PLANES,ANIZACATE,ANIZACATE,Córdoba,Argentina,2021,"ANIZACATE, ANIZACATE, Córdoba, Argentina"
13,RIO CUARTO,172,HOLMBERG,ESC.PROV.C.SAAVEDRA,HOLMBERG,HOLMBERG,Córdoba,Argentina,2019,"HOLMBERG, HOLMBERG, Córdoba, Argentina"
1,CAPITAL,12H,LOS CERVECEROS,ESC JOSE M ESTRADA,AV B DE O'HIGGINS KM 8 1/2,Córdoba,Córdoba,Argentina,2016,"AV B DE O'HIGGINS KM 8 1/2, Córdoba, Córdoba, Argentina"
16,RIO SEGUNDO,240,PILAR,ESC JUAN BAUTISTA BUSTOS,PILAR,PILAR,Córdoba,Argentina,2016,"PILAR, PILAR, Córdoba, Argentina"
16,RIO SEGUNDO,240,PILAR,INST CARLOS PELLEGRINI,PILAR,PILAR,Córdoba,Argentina,2016,"PILAR, PILAR, Córdoba, Argentina"
1,CAPITAL,12H,LOS CERVECEROS,ESC.DR.NICOLAS AVELLANEDA,CNO.S.CARLOS KM. 4 1/2,Córdoba,Córdoba,Argentina,2015,"CNO.S.CARLOS KM. 4 1/2, Córdoba, Córdoba, Argentina"
12,PUNILLA,153,LA CUMBRE,ESC M E H DE GONZALEZ ELIZALDE,RIO NEGRO S/N,LA CUMBRE,Córdoba,Argentina,2014,"RIO NEGRO S/N, LA CUMBRE, Córdoba, Argentina"
3,COLON,38,SALSIPUEDES,ESCUELA RECONQUISTA,CERRITO,SALSIPUEDES,Córdoba,Argentina,2013,"CERRITO, SALSIPUEDES, Córdoba, Argentina"
14,RIO PRIMERO,205,LA PUERTA,ESC PROV FRAY MAMERTO ESQUIU,SAN LORENZO 698,LA PUERTA,Córdoba,Argentina,2012,"SAN LORENZO 698, LA PUERTA, Córdoba, Argentina"
1,CAPITAL,5D,MALDONADO,ESC CANONIGO PIÑERO,CAMPO LA RIBERA,Córdoba,Córdoba,Argentina,2010,"CAMPO LA RIBERA, Córdoba, Córdoba, Argentina"
1,CAPITAL,12,AVELLANEDA,ESC MUNIC OSCAR SOTO LOPEZ,LOS ALGARROBOS/ESPINILLOS,Córdoba,Córdoba,Argentina,2004,"LOS ALGARROBOS/ESPINILLOS, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,204,LA PARA,INST MONSEÑOR ESQUIU,MARIANO MORENO 749 CENTRO,LA PARA,Córdoba,Argentina,2004,"MARIANO MORENO 749 CENTRO, LA PARA, Córdoba, Argentina"
12,PUNILLA,152A,VILLA GIARDINO,IPEM N° 339,LOS COCOS ESQ PEPERINA,VILLA GIARDINO,Córdoba,Argentina,2000,"LOS COCOS ESQ PEPERINA, VILLA GIARDINO, Córdoba, Argentina"
6,GRAL SAN MARTIN,87,TICINO,ESC. A. CAPDEVILA,TICINO,TICINO,Córdoba,Argentina,1998,"TICINO, TICINO, Córdoba, Argentina"
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,COLEGIO JUAN XXIII,CORRAL DE BUSTOS,CORRAL DE BUSTOS,Córdoba,Argentina,1998,"CORRAL DE BUSTOS, CORRAL DE BUSTOS, Córdoba, Argentina"
1,CAPITAL,14,ARGUELLO,COLEGIO DEL CARMEN,RECTA MARTINOLI,Córdoba,Córdoba,Argentina,1994,"RECTA MARTINOLI, Córdoba, Córdoba, Argentina"
1,CAPITAL,7A,GUIÑAZU,IPEM N° 22 JUAN FILLOY,CALLE DE LA CUECA,Córdoba,Córdoba,Argentina,1992,"CALLE DE LA CUECA, Córdoba, Córdoba, Argentina"
1,CAPITAL,9B,LAS MARGARITAS,ESC CONGRESO DE TUCUMAN,MALVINO 2772,Córdoba,Córdoba,Argentina,1992,"MALVINO 2772, Córdoba, Córdoba, Argentina"
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC ELISA K DE LIVACK,CUIMAN 6543,Córdoba,Córdoba,Argentina,1992,"CUIMAN 6543, Córdoba, Córdoba, Argentina"
9,MARCOS JUAREZ,121,BALDISSERA,ESC JOSE MARIA PAZ,SARMIENTO,BALDISSERA,Córdoba,Argentina,1992,"SARMIENTO, BALDISSERA, Córdoba, Argentina"
18,SAN ALBERTO,261,BROCHERO,ESC JOSE GABRIEL BROCHERO,MARIANO MORENO 291,BROCHERO,Córdoba,Argentina,1992,"MARIANO MORENO 291, BROCHERO, Córdoba, Argentina"
26,UNION,392,MORRISON,ESC PROV LEOPOLDO LUGONES,MORRISON,MORRISON,Córdoba,Argentina,1989,"MORRISON, MORRISON, Córdoba, Argentina"
1,CAPITAL,4C,INAUDI,ESC L SUAREZ DE FIGUEROA,DEFENSA S/N° LA HUERTILLA,Córdoba,Córdoba,Argentina,1986,"DEFENSA S/N° LA HUERTILLA, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,280,BALNEARIA,ESC VICENTE LOPEZ Y PLANES,25 DE MAYO 271,BALNEARIA,Córdoba,Argentina,1986,"25 DE MAYO 271, BALNEARIA, Córdoba, Argentina"
21,SANTA MARIA,331,TOLEDO,IPEM 107 REINO DE ESPAÑA,TOLEDO,TOLEDO,Córdoba,Argentina,1982,"TOLEDO, TOLEDO, Córdoba, Argentina"
11,POCHO,146,SALSACATE,ESC GENERAL JOSE DE SAN MARTIN,AV CURA BROCHERO 150,SALSACATE,Córdoba,Argentina,1978,"AV CURA BROCHERO 150, SALSACATE, Córdoba, Argentina"
21,SANTA MARIA,326A,YOCSINA,COLEGIO JUAN XXIII,BRIGADIER SAN MARTIN 231,YOCSINA,Córdoba,Argentina,1976,"BRIGADIER SAN MARTIN 231, YOCSINA, Córdoba, Argentina"
23,TERCERO ARRIBA,342,LAS PERDICES,ESC PROV DOMINGO F SARMIENTO,LAS PERDICES,LAS PERDICES,Córdoba,Argentina,1975,"LAS PERDICES, LAS PERDICES, Córdoba, Argentina"
1,CAPITAL,10D,CONGRESO,ESC MUNIC REPUBLICA DE ITALIA,REALICO Y CURAZAO,Córdoba,Córdoba,Argentina,1974,"REALICO Y CURAZAO, Córdoba, Córdoba, Argentina"
1,CAPITAL,14O,VILLA 9 DE JULIO,ESC MUNIC SAUL TABORDA,COQUENA (VILLA 9 DE JULIO) 7.985,Córdoba,Córdoba,Argentina,1974,"COQUENA (VILLA 9 DE JULIO) 7.985, Córdoba, Córdoba, Argentina"
5,GENERAL ROCA,63,JOVITA,I.P.E.M. N° 221,JOVITA,JOVITA,Córdoba,Argentina,1974,"JOVITA, JOVITA, Córdoba, Argentina"
6,GRAL SAN MARTIN,77,ETRURIA,ESC.PROV. 12 DE OCTUBRE,ETRURIA,ETRURIA,Córdoba,Argentina,1974,"ETRURIA, ETRURIA, Córdoba, Argentina"
1,CAPITAL,14H,MERCANTIL,ESC ARTEMIO ARAN,PUBLICA ESQ JACINTO YABEN,Córdoba,Córdoba,Argentina,1968,"PUBLICA ESQ JACINTO YABEN, Córdoba, Córdoba, Argentina"
