Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Geo
3,COLON,36,LA PUERTA,ESC PROV SARGENTO CABRAL,PUBLICA S/N,LA PUERTA,Córdoba,Argentina,347,"PUBLICA S/N, LA PUERTA, Córdoba, Argentina"
7,ISCHILIN,93,COPACABANA,ESC JUAN M DE PUEYRREDON,PUBLICA S/N,COPACABANA,Córdoba,Argentina,347,"PUBLICA S/N, COPACABANA, Córdoba, Argentina"
15,RIO SECO,227D,SANTA ELENA,ESC PROV ING FEDERICO NEHHER,PUBLICA S/N,SANTA ELENA,Córdoba,Argentina,346,"PUBLICA S/N, SANTA ELENA, Córdoba, Argentina"
22,SOBREMONTE,334,CHUÑAHUASI,ESC PROV MARIANO MORENO,PUBLICA S/N,CHUÑAHUASI,Córdoba,Argentina,344,"PUBLICA S/N, CHUÑAHUASI, Córdoba, Argentina"
14,RIO PRIMERO,202,ESQUINA,ESC PROV JOSE MANUEL ESTRADA,MALVINAS ARGENTINAS S/N,ESQUINA,Córdoba,Argentina,341,"MALVINAS ARGENTINAS S/N, ESQUINA, Córdoba, Argentina"
1,CAPITAL,6A,BAJADA DE PIEDRA,ESC MUNICIPAL DR   A SOBRAL,PUBLICA S/N°,Córdoba,Córdoba,Argentina,340,"PUBLICA S/N°, Córdoba, Córdoba, Argentina"
15,RIO SECO,227B,CERRO COLORADO,ESC PROV LUCIANO ARGUELLO,CERRO COLORADO,CERRO COLORADO,Córdoba,Argentina,339,"CERRO COLORADO, CERRO COLORADO, Córdoba, Argentina"
1,CAPITAL,10E,ESTACION FLORES,J DE INF CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2.320,Córdoba,Córdoba,Argentina,337,"LEOPOLDO CASAVEGA 2.320, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,197,LA POSTA,ESC PROV JOAQUIN V GONZALEZ,JOAQUIN V GONZALEZ S/N,LA POSTA,Córdoba,Argentina,337,"JOAQUIN V GONZALEZ S/N, LA POSTA, Córdoba, Argentina"
9,MARCOS JUAREZ,135,CAP.B.O HIGGINS,ESC.PROV.GRAL SAN MARTIN,AV ITALIA 448,CAP.B.O HIGGINS,Córdoba,Argentina,320,"AV ITALIA 448, CAP.B.O HIGGINS, Córdoba, Argentina"
24,TOTORAL,356,SIMBOLAR,ESC.PROV.F.AMEGHINO,PUBLICA,SIMBOLAR,Córdoba,Argentina,319,"PUBLICA, SIMBOLAR, Córdoba, Argentina"
9,MARCOS JUAREZ,128,INRIVILLE,ESC.PROV.J.J.URQUIZA,INRIVILLE,INRIVILLE,Córdoba,Argentina,317,"INRIVILLE, INRIVILLE, Córdoba, Argentina"
14,RIO PRIMERO,208,COMECHINGONES,ESCUELA N°111,COMECHINGONES,COMECHINGONES,Córdoba,Argentina,311,"COMECHINGONES, COMECHINGONES, Córdoba, Argentina"
5,GENERAL ROCA,71,VILLA SARMIENTO,ESC.PROV. D.F.SARMIENTO,PUBLICA,VILLA SARMIENTO,Córdoba,Argentina,308,"PUBLICA, VILLA SARMIENTO, Córdoba, Argentina"
13,RIO CUARTO,191A,MALENA,ESC.PROV.R.E.DE SAN MARTIN,REMEDIOS ESCALADA DE SAN MARTIN,MALENA,Córdoba,Argentina,308,"REMEDIOS ESCALADA DE SAN MARTIN, MALENA, Córdoba, Argentina"
2,CALAMUCHITA,25B,LOS MOLINOS,ESC PROV JUAN LARREA,PUBLICA S/N,LOS MOLINOS,Córdoba,Argentina,301,"PUBLICA S/N, LOS MOLINOS, Córdoba, Argentina"
21,SANTA MARIA,317,BAJO CHICO,ESC PROV B DE MONTEAGUDO,CALLE PUBLICA P/ANIZACATE,BAJO CHICO,Córdoba,Argentina,298,"CALLE PUBLICA P/ANIZACATE, BAJO CHICO, Córdoba, Argentina"
10,MINAS,139,GUASAPAMPA,LOCAL COMUNAL,,GUASAPAMPA,Córdoba,Argentina,290,", GUASAPAMPA, Córdoba, Argentina"
11,POCHO,146B,SAN JERONIMO,ESC.PROV. E.ECHEVERRIA,SAN JERONIMO,SAN JERONIMO,Córdoba,Argentina,290,"SAN JERONIMO, SAN JERONIMO, Córdoba, Argentina"
11,POCHO,146A,TALA CAÑADA,ESC.PROV.M.BELGRANO,TALA CAÑADA,TALA CAÑADA,Córdoba,Argentina,283,"TALA CAÑADA, TALA CAÑADA, Córdoba, Argentina"
7,ISCHILIN,91C,VILLA GUTIERREZ,ESC.PROV.M.MARTINEZ DE SUAREZ,PUBLICA,VILLA GUTIERREZ,Córdoba,Argentina,279,"PUBLICA, VILLA GUTIERREZ, Córdoba, Argentina"
16,RIO SEGUNDO,244A,LOS CHAÑARITOS,ESC PROV ESTANISLAO DEL CAMPO,PUBLICA S/N,LOS CHAÑARITOS,Córdoba,Argentina,278,"PUBLICA S/N, LOS CHAÑARITOS, Córdoba, Argentina"
3,COLON,33A,COLONIA VICENTE AGÜERO,ESC PROV VICENTE AGUERO,LOTE XVII S/N,COLONIA VICENTE AGÜERO,Córdoba,Argentina,277,"LOTE XVII S/N, COLONIA VICENTE AGÜERO, Córdoba, Argentina"
2,CALAMUCHITA,21,LAS BAJADAS,ESC. DR. JUAN M. ALBARENQUE,PUBLICA,LAS BAJADAS,Córdoba,Argentina,269,"PUBLICA, LAS BAJADAS, Córdoba, Argentina"
20,SAN JUSTO,311,SAN PEDRO,ESC PROV 9 DE JULIO,COLONIA SAN PEDRO,SAN PEDRO,Córdoba,Argentina,264,"COLONIA SAN PEDRO, SAN PEDRO, Córdoba, Argentina"
3,COLON,29A,TINOCO,ESC.PROV.B.RIVADAVIA,PUBLICA,TINOCO,Córdoba,Argentina,263,"PUBLICA, TINOCO, Córdoba, Argentina"
23,TERCERO ARRIBA,347A,LAS ISLETILLAS,ESC PROV GABRIELA MISTRAL,LAS ISLETILLAS,LAS ISLETILLAS,Córdoba,Argentina,262,"LAS ISLETILLAS, LAS ISLETILLAS, Córdoba, Argentina"
14,RIO PRIMERO,207,LAS SALADAS,ESC DALMIRA MURO(EX DEL CHACO),LAS SALADAS,LAS SALADAS,Córdoba,Argentina,257,"LAS SALADAS, LAS SALADAS, Córdoba, Argentina"
14,RIO PRIMERO,215A,LA QUINTA,ESC PROV JUAN JOSE PASO,PUBLICA S/N,LA QUINTA,Córdoba,Argentina,255,"PUBLICA S/N, LA QUINTA, Córdoba, Argentina"
5,GENERAL ROCA,68,PINCEN,ESC. ING.A.EBELOT,FELIPA ROSALES,PINCEN,Córdoba,Argentina,254,"FELIPA ROSALES, PINCEN, Córdoba, Argentina"
11,POCHO,145A,LAS PALMAS,ESCUELA N°157,LAS PALMAS,LAS PALMAS,Córdoba,Argentina,254,"LAS PALMAS, LAS PALMAS, Córdoba, Argentina"
19,SAN JAVIER,269A,QUEBRACHO LADEADO,ESC.PROV.J.M.ESTRADA,PUBLICA,QUEBRACHO LADEADO,Córdoba,Argentina,254,"PUBLICA, QUEBRACHO LADEADO, Córdoba, Argentina"
14,RIO PRIMERO,212B,EL CRISPIN,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,EL CRISPIN,Córdoba,Argentina,253,"PUBLICA S/N, EL CRISPIN, Córdoba, Argentina"
20,SAN JUSTO,295A,TORO PUJIO,ESC.PROV.J.M.ESTRADA,PUBLICA,TORO PUJIO,Córdoba,Argentina,252,"PUBLICA, TORO PUJIO, Córdoba, Argentina"
26,UNION,377,BREMEN,ESC PROV ALMAFUERTE,PUBLICA S/N,BREMEN,Córdoba,Argentina,246,"PUBLICA S/N, BREMEN, Córdoba, Argentina"
1,CAPITAL,6B,CHACRA DE LA MERCED,ESC VAN GELDEREN,CNO CHACRA DE LA MERCED KM 6 1/2,Córdoba,Córdoba,Argentina,244,"CNO CHACRA DE LA MERCED KM 6 1/2, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,160A,LA CAROLINA,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,LA CAROLINA,Córdoba,Argentina,243,"PUBLICA S/N, LA CAROLINA, Córdoba, Argentina"
25,TULUMBA,360A,EL RODEO,ESC PROV MIGUEL DE GUEMES,EL RODEO,EL RODEO,Córdoba,Argentina,243,"EL RODEO, EL RODEO, Córdoba, Argentina"
2,CALAMUCHITA,15,AMBOY,ESC PROV D VELEZ SARFIELD,AYLLU,AMBOY,Córdoba,Argentina,240,"AYLLU, AMBOY, Córdoba, Argentina"
5,GENERAL ROCA,58,BRUZONE,ESC.PROV. J.J. PASO,MARIANO MORENO,BRUZONE,Córdoba,Argentina,240,"MARIANO MORENO, BRUZONE, Córdoba, Argentina"
10,MINAS,139B,LA PLAYA,ESC PROV GRAJ J DE SAN MARTIN,PUBLICA S/N,LA PLAYA,Córdoba,Argentina,237,"PUBLICA S/N, LA PLAYA, Córdoba, Argentina"
12,PUNILLA,156E,TALA HUASI,EDIFICIO COMUNAL,TALA HUASI,TALA HUASI,Córdoba,Argentina,235,"TALA HUASI, TALA HUASI, Córdoba, Argentina"
24,TOTORAL,354,SANTA CATALINA,ESC PROV GREGORIA MATORRAS,PUBLICA S/N,SANTA CATALINA,Córdoba,Argentina,234,"PUBLICA S/N, SANTA CATALINA, Córdoba, Argentina"
14,RIO PRIMERO,199,CHALACEA,ESCUELA N°315,CHALACEA,CHALACEA,Córdoba,Argentina,230,"CHALACEA, CHALACEA, Córdoba, Argentina"
14,RIO PRIMERO,196,CAÑADA DE MACHADO,ESC.PROV.M.MORENO,CALLE 12,CAÑADA DE MACHADO,Córdoba,Argentina,229,"CALLE 12, CAÑADA DE MACHADO, Córdoba, Argentina"
9,MARCOS JUAREZ,122,BARGE,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,BARGE,Córdoba,Argentina,228,"PUBLICA S/N, BARGE, Córdoba, Argentina"
4,CRUZ DEL EJE,43B,CRUZ DE CAÑA,ESC PROV JUAN B ALBERDI,PUBLICA S/N,CRUZ DE CAÑA,Córdoba,Argentina,227,"PUBLICA S/N, CRUZ DE CAÑA, Córdoba, Argentina"
23,TERCERO ARRIBA,347,PUNTA DEL AGUA,ESC.PROV.S.A.GUTIERREZ,PUBLICA,PUNTA DEL AGUA,Córdoba,Argentina,227,"PUBLICA, PUNTA DEL AGUA, Córdoba, Argentina"
18,SAN ALBERTO,264A,LOS ESPINILLOS,ESC TOMAS DE IRIARTE,LOS ESPINILLOS,LOS ESPINILLOS,Córdoba,Argentina,223,"LOS ESPINILLOS, LOS ESPINILLOS, Córdoba, Argentina"
10,MINAS,140,LA ARGENTINA,ESC PROV GREGORIA PEREZ,PUBLICA S/N,LA ARGENTINA,Córdoba,Argentina,216,"PUBLICA S/N, LA ARGENTINA, Córdoba, Argentina"
13,RIO CUARTO,180,LAS PEÑAS,ESC.PROV.J.M.PAZ,AVDA. 22 DE OCTUBRE,LAS PEÑAS,Córdoba,Argentina,215,"AVDA. 22 DE OCTUBRE, LAS PEÑAS, Córdoba, Argentina"
15,RIO SECO,227C,CHAÑAR VIEJO,ESC PROV G MARTINEZ PIZARRO,PUBLICA S/N,CHAÑAR VIEJO,Córdoba,Argentina,207,"PUBLICA S/N, CHAÑAR VIEJO, Córdoba, Argentina"
15,RIO SECO,229A,EUFRASIO LOZA,ESC PROV LEOPOLDO LUGONES,SANTIAGO DEL ESTERO S/N,EUFRASIO LOZA,Córdoba,Argentina,205,"SANTIAGO DEL ESTERO S/N, EUFRASIO LOZA, Córdoba, Argentina"
26,UNION,401,SANTA MARIA,ESC PROV PAULA ALBARRACIN,PUBLICA S/N,SANTA MARIA,Córdoba,Argentina,204,"PUBLICA S/N, SANTA MARIA, Córdoba, Argentina"
2,CALAMUCHITA,18B,CALERAS DE CALAMUCHITA,ESCUELA PROVINCIAL,CALERAS DE CALAMUCHITA,CALERAS DE CALAMUCHITA,Córdoba,Argentina,202,"CALERAS DE CALAMUCHITA, CALERAS DE CALAMUCHITA, Córdoba, Argentina"
4,CRUZ DEL EJE,43A,LAS CAÑADAS,ESC.PROV. CANTERAS IGUAZU,LAS CAÑADAS,LAS CAÑADAS,Córdoba,Argentina,193,"LAS CAÑADAS, LAS CAÑADAS, Córdoba, Argentina"
16,RIO SEGUNDO,237B,PUEBLO LUDUEÑA,ESC PROV JERONIMO L DE CABRERA,PUBLICA S/N-IMPIRA,PUEBLO LUDUEÑA,Córdoba,Argentina,189,"PUBLICA S/N-IMPIRA, PUEBLO LUDUEÑA, Córdoba, Argentina"
20,SAN JUSTO,288A,VILLA SAN ESTEBAN,ESCUELA PROV. ANTONIO SOBRAL,PUBLICA,VILLA SAN ESTEBAN,Córdoba,Argentina,189,"PUBLICA, VILLA SAN ESTEBAN, Córdoba, Argentina"
10,MINAS,138D,TOSNO,ESC.PROV.MONS.R. LEAL,PUBLICA,TOSNO,Córdoba,Argentina,186,"PUBLICA, TOSNO, Córdoba, Argentina"
21,SANTA MARIA,329,SAN CLEMENTE,ESC.PROV.J.B.CABRAL,PUBLICA,SAN CLEMENTE,Córdoba,Argentina,185,"PUBLICA, SAN CLEMENTE, Córdoba, Argentina"
14,RIO PRIMERO,209,MAQUINISTA GALLINI,ESC.PROV.J.M.PAZ,PUBLICA,MAQUINISTA GALLINI,Córdoba,Argentina,182,"PUBLICA, MAQUINISTA GALLINI, Córdoba, Argentina"
20,SAN JUSTO,294A,COLONIA VALTELINA,ESC PROV NICOLAS AVELLANEDA,SARMIENTO S/N,COLONIA VALTELINA,Córdoba,Argentina,182,"SARMIENTO S/N, COLONIA VALTELINA, Córdoba, Argentina"
14,RIO PRIMERO,219,SAGRADA FAMILIA,ESC.JORGE NEWBERY,PUBLICA,SAGRADA FAMILIA,Córdoba,Argentina,181,"PUBLICA, SAGRADA FAMILIA, Córdoba, Argentina"
26,UNION,372A,ANA ZUMARAN,ESC PROV JUAN P ESNAOLA,ANA ZUMARAN,ANA ZUMARAN,Córdoba,Argentina,175,"ANA ZUMARAN, ANA ZUMARAN, Córdoba, Argentina"
20,SAN JUSTO,283A,COLONIA PICHANAS,ESC CONGRESO DE TUCUMAN,COLONIA PICHANAS,COLONIA PICHANAS,Córdoba,Argentina,170,"COLONIA PICHANAS, COLONIA PICHANAS, Córdoba, Argentina"
4,CRUZ DEL EJE,55A,LA BATEA,ESC.PROV.DEAN G.FUNES,LA BATEA,LA BATEA,Córdoba,Argentina,169,"LA BATEA, LA BATEA, Córdoba, Argentina"
13,RIO CUARTO,181,LOS CUATRO VIENTOS,ESC ANTONIO SOBRAL,PUBLICA S/N,LOS CUATRO VIENTOS,Córdoba,Argentina,168,"PUBLICA S/N, LOS CUATRO VIENTOS, Córdoba, Argentina"
14,RIO PRIMERO,195,ATAHONA,ESC.PROV.J.DE SAN MARTIN,PUBLICA S/N,ATAHONA,Córdoba,Argentina,166,"PUBLICA S/N, ATAHONA, Córdoba, Argentina"
21,SANTA MARIA,316B,LA PAISANITA,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,LA PAISANITA,Córdoba,Argentina,165,"PUBLICA S/N, LA PAISANITA, Córdoba, Argentina"
25,TULUMBA,360,CHURQUI CAÑADA,ESC PROV MARIANO MORENO,PUBLICA S/N,CHURQUI CAÑADA,Córdoba,Argentina,163,"PUBLICA S/N, CHURQUI CAÑADA, Córdoba, Argentina"
2,CALAMUCHITA,18D,VILLA QUILLINZO,ESC.PROV.PADRE FELIX ENRIQUE,VILLA QUILLINZO,VILLA QUILLINZO,Córdoba,Argentina,160,"VILLA QUILLINZO, VILLA QUILLINZO, Córdoba, Argentina"
4,CRUZ DEL EJE,52,PICHANAS,ESC.PROV.J.V.GONZALEZ,PUBLICA,PICHANAS,Córdoba,Argentina,159,"PUBLICA, PICHANAS, Córdoba, Argentina"
21,SANTA MARIA,316C,LA RANCHERITA,LOCAL COMUNAL,LA RANCHERITA,LA RANCHERITA,Córdoba,Argentina,159,"LA RANCHERITA, LA RANCHERITA, Córdoba, Argentina"
10,MINAS,141A,EL CHACHO,ESC PROV ANGEL V PEÑALOZA,PUBLICA S/N,EL CHACHO,Córdoba,Argentina,158,"PUBLICA S/N, EL CHACHO, Córdoba, Argentina"
18,SAN ALBERTO,266A,SAN RAFAEL,ESC MARCELO T DE ALVEAR,SAN RAFAEL,SAN RAFAEL,Córdoba,Argentina,158,"SAN RAFAEL, SAN RAFAEL, Córdoba, Argentina"
2,CALAMUCHITA,18A,LUTTI,ESC. PROV. L. LUGONES,PUBLICA,LUTTI,Córdoba,Argentina,157,"PUBLICA, LUTTI, Córdoba, Argentina"
20,SAN JUSTO,281,BEIRO,ESCUELA N°349(ESC JUAN BEIRO),BEIRO,BEIRO,Córdoba,Argentina,155,"BEIRO, BEIRO, Córdoba, Argentina"
13,RIO CUARTO,171,ESPINILLO,ESC PROV JOSE DE SAN MARTIN,RUTA NACIONAL 36 KM 614 S/N,ESPINILLO,Córdoba,Argentina,153,"RUTA NACIONAL 36 KM 614 S/N, ESPINILLO, Córdoba, Argentina"
10,MINAS,142A,TALAINI,ESC.PROV.J.J.CASTELLI.,PUBLICA,TALAINI,Córdoba,Argentina,152,"PUBLICA, TALAINI, Córdoba, Argentina"
2,CALAMUCHITA,16,ATHOS PAMPA,ESC PROV. M.BELGRANO,PUBLICA S/N,ATHOS PAMPA,Córdoba,Argentina,151,"PUBLICA S/N, ATHOS PAMPA, Córdoba, Argentina"
20,SAN JUSTO,286,DIEZ DE JULIO,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,DIEZ DE JULIO,Córdoba,Argentina,151,"PUBLICA S/N, DIEZ DE JULIO, Córdoba, Argentina"
1,CAPITAL,7,AEROPUERTO,ESC JORGE NEWBERY (CIRC 7F),MATIENZO 5.895,Córdoba,Córdoba,Argentina,150,"MATIENZO 5.895, Córdoba, Córdoba, Argentina"
1,CAPITAL,13B,EL GATEADO,ESC FLORENCIO SANCHEZ,RUTA 111 KM 12,Córdoba,Córdoba,Argentina,146,"RUTA 111 KM 12, Córdoba, Córdoba, Argentina"
14,RIO PRIMERO,212,MONTE DEL ROSARIO,ESC.PROV.J.M.PAZ,PUBLICA,MONTE DEL ROSARIO,Córdoba,Argentina,146,"PUBLICA, MONTE DEL ROSARIO, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,256,SAN JOAQUIN,ESC.PROV.GRAL SAN MARTIN,SAN JOAQUIN,SAN JOAQUIN,Córdoba,Argentina,146,"SAN JOAQUIN, SAN JOAQUIN, Córdoba, Argentina"
24,TOTORAL,352A,LOS MISTOLES,ESC PROV PEDRO N ARIAS,PUBLICA S/N,LOS MISTOLES,Córdoba,Argentina,144,"PUBLICA S/N, LOS MISTOLES, Córdoba, Argentina"
11,POCHO,146C,LOS TALARES,ESC ROQUE SAENZ PEÑA,LOS TALARES,LOS TALARES,Córdoba,Argentina,141,"LOS TALARES, LOS TALARES, Córdoba, Argentina"
14,RIO PRIMERO,215,PLAZA DE MERCEDES,ESC.PROV.M.BELGRANO,CHACON DE CUESTAS,PLAZA DE MERCEDES,Córdoba,Argentina,140,"CHACON DE CUESTAS, PLAZA DE MERCEDES, Córdoba, Argentina"
14,RIO PRIMERO,201A,LAS GRAMILLAS,ESC MAEST F BELLORA DE DAVILA,LAS GRAMILLAS,LAS GRAMILLAS,Córdoba,Argentina,137,"LAS GRAMILLAS, LAS GRAMILLAS, Córdoba, Argentina"
9,MARCOS JUAREZ,128A,SALADILLO,ESC.PROV.PAULA ALBARRACIN,AV 24 DE SEPTIEMBRE,SALADILLO,Córdoba,Argentina,136,"AV 24 DE SEPTIEMBRE, SALADILLO, Córdoba, Argentina"
2,CALAMUCHITA,26A,SEGUNDA USINA,ESCUELA N° 481,SEGUNDA USINA,SEGUNDA USINA,Córdoba,Argentina,131,"SEGUNDA USINA, SEGUNDA USINA, Córdoba, Argentina"
2,CALAMUCHITA,26B,SAN IGNACIO,ESC.PROV.DEAN FUNES,SAN IGNACIO,SAN IGNACIO,Córdoba,Argentina,130,"SAN IGNACIO, SAN IGNACIO, Córdoba, Argentina"
13,RIO CUARTO,190,SAN AMBROSIO,ESC.SAN JUAN BOSCO,PUBLICA,SAN AMBROSIO,Córdoba,Argentina,128,"PUBLICA, SAN AMBROSIO, Córdoba, Argentina"
2,CALAMUCHITA,25A,CALMAYO,ESC.PROV.M.GUEMES,PUBLICA,CALMAYO,Córdoba,Argentina,126,"PUBLICA, CALMAYO, Córdoba, Argentina"
13,RIO CUARTO,178B,VILLA EL CHACAY,ESC.ALBERGUE J.HERNANDEZ,PUBLICA,VILLA EL CHACAY,Córdoba,Argentina,126,"PUBLICA, VILLA EL CHACAY, Córdoba, Argentina"
20,SAN JUSTO,287,DOS HERMANOS,ESC PROV L DE LA TORRE,PUBLICA S/N,DOS HERMANOS,Córdoba,Argentina,125,"PUBLICA S/N, DOS HERMANOS, Córdoba, Argentina"
18,SAN ALBERTO,263A,PAMPA DE ACHALA,ESCUELA 20 DE JUNIO,PUBLICA S/N,PAMPA DE ACHALA,Córdoba,Argentina,122,"PUBLICA S/N, PAMPA DE ACHALA, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,251,LEGUIZAMON,ESC N°78-PINTOR JUAN M BLANES,LEGUIZAMON,LEGUIZAMON,Córdoba,Argentina,120,"LEGUIZAMON, LEGUIZAMON, Córdoba, Argentina"
7,ISCHILIN,91B,LOS POZOS,ESC LIB GRAL SAN MARTIN,PUBLICA S/N,LOS POZOS,Córdoba,Argentina,118,"PUBLICA S/N, LOS POZOS, Córdoba, Argentina"
14,RIO PRIMERO,221,EL ALCALDE,ESC PROV R SAENZ PEÑA,EL ALCALDE,EL ALCALDE,Córdoba,Argentina,116,"EL ALCALDE, EL ALCALDE, Córdoba, Argentina"
25,TULUMBA,360B,LA TOMA,ESCUELA ESTEBAN ECHEVERRIA,LA TOMA,LA TOMA,Córdoba,Argentina,115,"LA TOMA, LA TOMA, Córdoba, Argentina"
14,RIO PRIMERO,201,COLONIA LAS CUATRO ESQUINAS,ESC JOSE MARIA PAZ,LAS CUATRO ESQUINAS,COLONIA LAS CUATRO ESQUINAS,Córdoba,Argentina,114,"LAS CUATRO ESQUINAS, COLONIA LAS CUATRO ESQUINAS, Córdoba, Argentina"
20,SAN JUSTO,302,MAUNIER,ESC PROV GRAL SAN MARTIN,PUBLICA S/N,MAUNIER,Córdoba,Argentina,113,"PUBLICA S/N, MAUNIER, Córdoba, Argentina"
20,SAN JUSTO,292,ITURRASPE,ESC THOMAS ALVA EDISON,ITURRASPE,ITURRASPE,Córdoba,Argentina,112,"ITURRASPE, ITURRASPE, Córdoba, Argentina"
8,JUAREZ CELMAN,116A,PASO DEL DURAZNO,ESC.PROV.MARTIN DE ALVA,PASO DEL DURAZNO,PASO DEL DURAZNO,Córdoba,Argentina,110,"PASO DEL DURAZNO, PASO DEL DURAZNO, Córdoba, Argentina"
2,CALAMUCHITA,16C,VILLA BERNA,ESC. JOAQUIN V. GONZALEZ,PUBLICA,VILLA BERNA,Córdoba,Argentina,106,"PUBLICA, VILLA BERNA, Córdoba, Argentina"
14,RIO PRIMERO,210,BLAS DE ROSALES,ESC DOMINGO F SARMIENTO,PUBLICA S/N(HOY:BLAS DE ROSALES),BLAS DE ROSALES,Córdoba,Argentina,106,"PUBLICA S/N(HOY:BLAS DE ROSALES), BLAS DE ROSALES, Córdoba, Argentina"
13,RIO CUARTO,187,PUEYRREDON,ESC CAP DE NAV S ALBARRACIN,PUEYRREDON,PUEYRREDON,Córdoba,Argentina,103,"PUEYRREDON, PUEYRREDON, Córdoba, Argentina"
10,MINAS,138B,RUMIHUASI,ESC.PROV.FRAY M.ESQUIU,PUBLICA,RUMIHUASI,Córdoba,Argentina,101,"PUBLICA, RUMIHUASI, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,254,RIO BAMBA,ESC RAUL SOULE(EX NAC N°241),RIO BAMBA,RIO BAMBA,Córdoba,Argentina,99,"RIO BAMBA, RIO BAMBA, Córdoba, Argentina"
25,TULUMBA,370,SANTA CRUZ,ESC PROV CORNELIO SAAVEDRA,PUBLICA S/N,SANTA CRUZ,Córdoba,Argentina,97,"PUBLICA S/N, SANTA CRUZ, Córdoba, Argentina"
4,CRUZ DEL EJE,54A,CANTERAS QUILPO,ESC.PROV.M. BELGRANO,CANTERAS QUILPO,CANTERAS QUILPO,Córdoba,Argentina,95,"CANTERAS QUILPO, CANTERAS QUILPO, Córdoba, Argentina"
11,POCHO,144A,LAS JARILLAS,ESC.PROV.L.LUGONES,PUBLICA,LAS JARILLAS,Córdoba,Argentina,93,"PUBLICA, LAS JARILLAS, Córdoba, Argentina"
14,RIO PRIMERO,217,QUEBRACHO,ESC.PROV.1ER.GOBIERNO PATRIO,QUEBRACHO,QUEBRACHO,Córdoba,Argentina,93,"QUEBRACHO, QUEBRACHO, Córdoba, Argentina"
10,MINAS,139A,AGUA DE RAMON,ESC.PROV.R.VERA PEÑALOZA,AGUA DE RAMON,AGUA DE RAMON,Córdoba,Argentina,89,"AGUA DE RAMON, AGUA DE RAMON, Córdoba, Argentina"
10,MINAS,140A,OJO DE AGUA DE TOTOX,ESC MARTIN MIGUEL DE GUEMES,OJO DE AGUA DE TOTOX,OJO DE AGUA DE TOTOX,Córdoba,Argentina,89,"OJO DE AGUA DE TOTOX, OJO DE AGUA DE TOTOX, Córdoba, Argentina"
15,RIO SECO,225A,LA CAÑADA,ESC PROV GENERAL PAZ,PUBLICA S/N,LA CAÑADA,Córdoba,Argentina,89,"PUBLICA S/N, LA CAÑADA, Córdoba, Argentina"
4,CRUZ DEL EJE,51A,SANTA ANA,ESC.PROV.J.M.PAZ,SANTA ANA,SANTA ANA,Córdoba,Argentina,86,"SANTA ANA, SANTA ANA, Córdoba, Argentina"
4,CRUZ DEL EJE,49,LOS SAUCES,ESC.PROV.M.MORENO,LOS SAUCES,LOS SAUCES,Córdoba,Argentina,82,"LOS SAUCES, LOS SAUCES, Córdoba, Argentina"
7,ISCHILIN,101,TOYOS,ESC PROV JOAQUIN V GONZALEZ,PUBLICA S/N,TOYOS,Córdoba,Argentina,82,"PUBLICA S/N, TOYOS, Córdoba, Argentina"
18,SAN ALBERTO,265B,LA CORTADERA,ESC PROV MARIO REMORINO,PUBLICA S/N,LA CORTADERA,Córdoba,Argentina,82,"PUBLICA S/N, LA CORTADERA, Córdoba, Argentina"
2,CALAMUCHITA,18C,VILLA CAÑADA DEL SAUCE,ESC.PROV. A.ALSINA,FRANCISCO CESAR,VILLA CAÑADA DEL SAUCE,Córdoba,Argentina,80,"FRANCISCO CESAR, VILLA CAÑADA DEL SAUCE, Córdoba, Argentina"
20,SAN JUSTO,291A,COLONIA ANITA,ESC PROV RAMON J CARCANO,PUBLICA S/N,COLONIA ANITA,Córdoba,Argentina,79,"PUBLICA S/N, COLONIA ANITA, Córdoba, Argentina"
7,ISCHILIN,97,ISCHILIN,ESCUELA FERNANDO FADER,PUBLICA S/N,ISCHILIN,Córdoba,Argentina,76,"PUBLICA S/N, ISCHILIN, Córdoba, Argentina"
24,TOTORAL,353,MACHA,ESC CEFERINO NAMUNCURA,MACHA,MACHA,Córdoba,Argentina,76,"MACHA, MACHA, Córdoba, Argentina"
8,JUAREZ CELMAN,103,ASSUNTA,ESC.PROV.D.F.SARMIENTO,PUBLICA S/N,ASSUNTA,Córdoba,Argentina,74,"PUBLICA S/N, ASSUNTA, Córdoba, Argentina"
13,RIO CUARTO,175,LA GILDA,ESC PROV JOSE DE SAN MARTIN,PUBLICA S/N,LA GILDA,Córdoba,Argentina,73,"PUBLICA S/N, LA GILDA, Córdoba, Argentina"
8,JUAREZ CELMAN,110A,PACHECO DE MELO,ESC.PROV.M.BELGRANO,12 DE OCTUBRE,PACHECO DE MELO,Córdoba,Argentina,72,"12 DE OCTUBRE, PACHECO DE MELO, Córdoba, Argentina"
